Wavenumber,FCNSWMarch19_1081.spa
7999.27978515625,0.5387715697288513
7995.422851794868,0.5378742814064026
7991.5659184334845,0.5320256948471069
7987.708985072102,0.5346183776855469
7983.852051710719,0.5424562692642212
7979.995118349337,0.5415072441101074
7976.138184987954,0.5393314957618713
7972.281251626571,0.5432000160217285
7968.424318265189,0.546027660369873
7964.567384903806,0.5485949516296387
7960.7104515424235,0.5473373532295227
7956.853518181041,0.5422811508178711
7952.996584819658,0.5438158512115479
7949.139651458276,0.5472598671913147
7945.2827180968925,0.5512751340866089
7941.42578473551,0.5537574887275696
7937.568851374128,0.5510926246643066
7933.711918012745,0.544694185256958
7929.854984651362,0.5450977087020874
7925.998051289979,0.5480192303657532
7922.141117928597,0.5432491898536682
7918.284184567215,0.5354610085487366
7914.427251205831,0.5432392954826355
7910.570317844449,0.5467146635055542
7906.713384483066,0.5467768311500549
7902.856451121684,0.5428194403648376
7898.999517760301,0.5344717502593994
7895.142584398918,0.538581132888794
7891.285651037536,0.5394420623779297
7887.428717676153,0.5387237668037415
7883.57178431477,0.5394565463066101
7879.714850953388,0.5356882810592651
7875.857917592005,0.5362108945846558
7872.000984230623,0.5405129194259644
7868.144050869239,0.5421866178512573
7864.287117507857,0.536345899105072
7860.430184146475,0.5347777605056763
7856.573250785092,0.5494106411933899
7852.716317423709,0.5553513169288635
7848.859384062326,0.5407477021217346
7845.002450700944,0.5330981016159058
7841.145517339562,0.5442291498184204
7837.288583978178,0.5384865999221802
7833.431650616796,0.5343139171600342
7829.574717255413,0.5492146611213684
7825.717783894031,0.5460982918739319
7821.860850532648,0.5340836048126221
7818.003917171265,0.5377479195594788
7814.146983809883,0.5416386127471924
7810.2900504485,0.5388677716255188
7806.433117087117,0.5390934348106384
7802.576183725735,0.5401056408882141
7798.719250364352,0.5378015041351318
7794.86231700297,0.5389448404312134
7791.005383641586,0.5443771481513977
7787.148450280204,0.5429003238677979
7783.291516918822,0.540080189704895
7779.434583557439,0.5408713817596436
7775.577650196056,0.536854088306427
7771.720716834673,0.5355629920959473
7767.863783473291,0.5371458530426025
7764.0068501119085,0.5379433631896973
7760.149916750525,0.5391044020652771
7756.292983389143,0.537855863571167
7752.43605002776,0.5355933904647827
7748.579116666378,0.534635066986084
7744.722183304995,0.5375455021858215
7740.865249943612,0.5408511161804199
7737.00831658223,0.5395166873931885
7733.151383220847,0.5402873754501343
7729.294449859464,0.5369642972946167
7725.437516498082,0.5322231650352478
7721.580583136699,0.5340243577957153
7717.7236497753165,0.5294375419616699
7713.866716413933,0.5265622138977051
7710.009783052551,0.5357369780540466
7706.152849691169,0.5434550046920776
7702.2959163297855,0.5434120893478394
7698.438982968403,0.5386908054351807
7694.58204960702,0.5384607315063477
7690.725116245638,0.5448440909385681
7686.868182884255,0.5431974530220032
7683.011249522872,0.5370838046073914
7679.15431616149,0.5377283096313477
7675.297382800107,0.5362371802330017
7671.4404494387245,0.5335109829902649
7667.583516077342,0.536939263343811
7663.726582715959,0.5353558659553528
7659.869649354577,0.5328019857406616
7656.0127159931935,0.5334823727607727
7652.155782631811,0.5350017547607422
7648.298849270428,0.5374881625175476
7644.441915909046,0.5355377197265625
7640.5849825476635,0.5293628573417664
7636.72804918628,0.5281501412391663
7632.871115824898,0.5318216681480408
7629.014182463516,0.5354666709899902
7625.1572491021325,0.5338650345802307
7621.30031574075,0.5332955121994019
7617.443382379367,0.5334406495094299
7613.586449017985,0.5334158539772034
7609.7295156566015,0.5345731377601624
7605.872582295219,0.5333661437034607
7602.015648933837,0.5296303629875183
7598.158715572454,0.5316781401634216
7594.301782211071,0.5331167578697205
7590.444848849689,0.5330570936203003
7586.587915488306,0.5308096408843994
7582.730982126924,0.5290380120277405
7578.8740487655405,0.5312888026237488
7575.017115404158,0.5362675189971924
7571.160182042775,0.5341565012931824
7567.303248681393,0.5335053205490112
7563.44631532001,0.538345992565155
7559.589381958627,0.5374870896339417
7555.732448597245,0.5303516387939453
7551.875515235863,0.5300493836402893
7548.018581874479,0.5328754186630249
7544.161648513097,0.5293341875076294
7540.304715151714,0.5254800915718079
7536.447781790332,0.5313604474067688
7532.590848428948,0.5404484868049622
7528.733915067566,0.5386967062950134
7524.876981706184,0.5353934168815613
7521.020048344801,0.5275731086730957
7517.163114983418,0.5276735424995422
7513.306181622036,0.5377790331840515
7509.449248260653,0.540004551410675
7505.592314899271,0.5350033044815063
7501.735381537887,0.5321362614631653
7497.878448176505,0.5307336449623108
7494.021514815122,0.5338366627693176
7490.16458145374,0.5329827070236206
7486.307648092357,0.5297389626502991
7482.450714730974,0.5296844840049744
7478.593781369592,0.5261275172233582
7474.73684800821,0.5213971138000488
7470.879914646826,0.5183286666870117
7467.022981285444,0.5264957547187805
7463.166047924061,0.5331071615219116
7459.309114562679,0.533349871635437
7455.452181201295,0.536314845085144
7451.595247839913,0.5351956486701965
7447.738314478531,0.5293924808502197
7443.881381117148,0.5316075682640076
7440.024447755765,0.5370052456855774
7436.167514394383,0.537904679775238
7432.310581033,0.5374753475189209
7428.453647671618,0.5301691293716431
7424.596714310234,0.5244994163513184
7420.739780948852,0.531374990940094
7416.882847587469,0.5340076088905334
7413.025914226087,0.5322244763374329
7409.168980864704,0.5351969003677368
7405.312047503321,0.5340976119041443
7401.455114141939,0.53387051820755
7397.5981807805565,0.5378887057304382
