Wavenumber,SS8.spa
7999.27978515625,0.8134121298789978
7995.422851794868,0.8211008310317993
7991.5659184334845,0.8080270290374756
7987.708985072102,0.7965900301933289
7983.852051710719,0.7856321930885315
7979.995118349337,0.7737405300140381
7976.138184987954,0.7710920572280884
7972.281251626571,0.799401581287384
7968.424318265189,0.828153669834137
7964.567384903806,0.827568531036377
7960.7104515424235,0.8145018815994263
7956.853518181041,0.8059810400009155
7952.996584819658,0.8011037707328796
7949.139651458276,0.7878938317298889
7945.2827180968925,0.7895866632461548
7941.42578473551,0.8154233694076538
7937.568851374128,0.8344448804855347
7933.711918012745,0.8308842182159424
7929.854984651362,0.8158711791038513
7925.998051289979,0.8168848752975464
7922.141117928597,0.8290239572525024
7918.284184567215,0.8190060257911682
7914.427251205831,0.7938114404678345
7910.570317844449,0.7777977585792542
7906.713384483066,0.7856838703155518
7902.856451121684,0.8005999326705933
7898.999517760301,0.8103430867195129
7895.142584398918,0.8183341026306152
7891.285651037536,0.8098034858703613
7887.428717676153,0.8013051748275757
7883.57178431477,0.8046460747718811
7879.714850953388,0.8077967166900635
7875.857917592005,0.8103516697883606
7872.000984230623,0.8096585869789124
7868.144050869239,0.8034706711769104
7864.287117507857,0.7989017963409424
7860.430184146475,0.8016260862350464
7856.573250785092,0.8072761297225952
7852.716317423709,0.8073621988296509
7848.859384062326,0.7979370951652527
7845.002450700944,0.790894627571106
7841.145517339562,0.7937121987342834
7837.288583978178,0.8055434226989746
7833.431650616796,0.803346574306488
7829.574717255413,0.7908915877342224
7825.717783894031,0.7836915254592896
7821.860850532648,0.7925947308540344
7818.003917171265,0.8030030131340027
7814.146983809883,0.8001316785812378
7810.2900504485,0.8010484576225281
7806.433117087117,0.798934280872345
7802.576183725735,0.8023673892021179
7798.719250364352,0.8161933422088623
7794.86231700297,0.8090618848800659
7791.005383641586,0.7964497804641724
7787.148450280204,0.7910230159759521
7783.291516918822,0.7918614745140076
7779.434583557439,0.7982030510902405
7775.577650196056,0.804624617099762
7771.720716834673,0.7974093556404114
7767.863783473291,0.790393590927124
7764.0068501119085,0.7870091199874878
7760.149916750525,0.7881056666374207
7756.292983389143,0.8014929294586182
7752.43605002776,0.8179988861083984
7748.579116666378,0.8167942762374878
7744.722183304995,0.8146341443061829
7740.865249943612,0.813151478767395
7737.00831658223,0.802476167678833
7733.151383220847,0.79193514585495
7729.294449859464,0.786353349685669
7725.437516498082,0.7886788249015808
7721.580583136699,0.7922185063362122
7717.7236497753165,0.7884926199913025
7713.866716413933,0.7844991087913513
7710.009783052551,0.8074227571487427
7706.152849691169,0.815387487411499
7702.2959163297855,0.7857646942138672
7698.438982968403,0.7759866714477539
7694.58204960702,0.7919701933860779
7690.725116245638,0.7994310855865479
7686.868182884255,0.8071166276931763
7683.011249522872,0.8198899030685425
7679.15431616149,0.8097494840621948
7675.297382800107,0.7992263436317444
7671.4404494387245,0.7988387942314148
7667.583516077342,0.8024472594261169
7663.726582715959,0.8120506405830383
7659.869649354577,0.8132773041725159
7656.0127159931935,0.8027225136756897
7652.155782631811,0.7932098507881165
7648.298849270428,0.7878812551498413
7644.441915909046,0.7868936657905579
7640.5849825476635,0.7934393286705017
7636.72804918628,0.7983084321022034
7632.871115824898,0.7966136932373047
7629.014182463516,0.7989686727523804
7625.1572491021325,0.8035339713096619
7621.30031574075,0.8014324903488159
7617.443382379367,0.7983344197273254
7613.586449017985,0.8026955127716064
7609.7295156566015,0.8049147725105286
7605.872582295219,0.8047572374343872
7602.015648933837,0.807125449180603
7598.158715572454,0.8097666501998901
7594.301782211071,0.8083317875862122
7590.444848849689,0.8103638291358948
7586.587915488306,0.8066389560699463
7582.730982126924,0.7996573448181152
7578.8740487655405,0.7887696027755737
7575.017115404158,0.7934549450874329
7571.160182042775,0.8009594678878784
7567.303248681393,0.7941226959228516
7563.44631532001,0.785514235496521
7559.589381958627,0.7828642725944519
7555.732448597245,0.7893897294998169
7551.875515235863,0.7996888756752014
7548.018581874479,0.8052398562431335
7544.161648513097,0.803504467010498
7540.304715151714,0.8072718977928162
7536.447781790332,0.8031488656997681
7532.590848428948,0.7978556156158447
7528.733915067566,0.8006371259689331
7524.876981706184,0.8045013546943665
7521.020048344801,0.8031039237976074
7517.163114983418,0.8043617606163025
7513.306181622036,0.8120891451835632
7509.449248260653,0.8037851452827454
7505.592314899271,0.7960947155952454
7501.735381537887,0.7988380193710327
7497.878448176505,0.8013874292373657
7494.021514815122,0.8008172512054443
7490.16458145374,0.8043244481086731
7486.307648092357,0.8031851649284363
7482.450714730974,0.8088995218276978
7478.593781369592,0.8088805079460144
7474.73684800821,0.8016828298568726
7470.879914646826,0.8010821342468262
7467.022981285444,0.8023375272750854
7463.166047924061,0.7987198233604431
7459.309114562679,0.8006352186203003
7455.452181201295,0.8010915517807007
7451.595247839913,0.7931044697761536
7447.738314478531,0.7863646745681763
7443.881381117148,0.7918641567230225
7440.024447755765,0.795009970664978
7436.167514394383,0.7923601865768433
7432.310581033,0.7948243021965027
7428.453647671618,0.7910082936286926
7424.596714310234,0.7891511917114258
7420.739780948852,0.7932019233703613
7416.882847587469,0.8096952438354492
7413.025914226087,0.8234805464744568
7409.168980864704,0.8252138495445251
7405.312047503321,0.8223183751106262
7401.455114141939,0.8145028948783875
7397.5981807805565,0.811967670917511
7393.741247419173,0.8093196153640747
7389.884314057791,0.8034171462059021
7386.027380696408,0.8012930750846863
7382.1704473350255,0.7937321662902832
7378.313513973642,0.7854239344596863
7374.45658061226,0.7905214428901672
7370.599647250878,0.7965437769889832
7366.742713889495,0.8048586845397949
7362.885780528112,0.811497151851654
7359.02884716673,0.8162267804145813
7355.171913805347,0.8134413361549377
7351.3149804439645,0.8035445809364319
7347.458047082581,0.7969074845314026
7343.601113721199,0.7960997819900513
7339.744180359816,0.8075781464576721
7335.8872469984335,0.8181197047233582
7332.030313637051,0.8161481618881226
7328.173380275668,0.811325192451477
7324.316446914286,0.8121623992919922
7320.459513552903,0.8134223222732544
7316.60258019152,0.8014875650405884
7312.745646830138,0.7950876951217651
7308.888713468755,0.8004928231239319
7305.0317801073725,0.8004461526870728
7301.174846745989,0.7980172038078308
7297.317913384607,0.7963492274284363
7293.460980023225,0.7928857803344727
7289.6040466618415,0.7931035161018372
7285.747113300459,0.7985443472862244
7281.890179939076,0.805740237236023
7278.033246577694,0.8111160397529602
7274.176313216311,0.8082569241523743
7270.319379854928,0.7990404963493347
7266.462446493546,0.7959392666816711
7262.605513132163,0.7904210686683655
7258.74857977078,0.7927680015563965
7254.891646409398,0.8044888377189636
7251.034713048015,0.8083763122558594
7247.177779686633,0.8041616082191467
7243.3208463252495,0.7972571849822998
7239.463912963867,0.7943933606147766
7235.606979602485,0.7992191910743713
7231.750046241102,0.7974268794059753
7227.893112879719,0.7985915541648865
7224.036179518336,0.808253288269043
7220.179246156954,0.8085114359855652
7216.322312795572,0.8047118186950684
7212.465379434188,0.8081080913543701
7208.608446072806,0.8072812557220459
7204.751512711423,0.8064360022544861
7200.894579350041,0.806281328201294
