Wavenumber, FCNSWOct20_1033.spa
7999.27978515625,0.512941300868988
7995.422851794868,0.5195217132568359
7991.5659184334845,0.5255047082901001
7987.708985072102,0.5138953328132629
7983.852051710719,0.5109911561012268
7979.995118349337,0.5246507525444031
7976.138184987954,0.5346903204917908
7972.281251626571,0.5280666351318359
7968.424318265189,0.5190587043762207
7964.567384903806,0.5172348022460938
7960.7104515424235,0.5129504799842834
7956.853518181041,0.5144622921943665
7952.996584819658,0.5190889239311218
7949.139651458276,0.5242204666137695
7945.2827180968925,0.5184677243232727
7941.42578473551,0.5109323263168335
7937.568851374128,0.5033172965049744
7933.711918012745,0.5011928677558899
7929.854984651362,0.5050659775733948
7925.998051289979,0.5079212188720703
7922.141117928597,0.5126935839653015
7918.284184567215,0.5189568996429443
7914.427251205831,0.5188602805137634
7910.570317844449,0.5138282179832458
7906.713384483066,0.5139040946960449
7902.856451121684,0.5126509070396423
7898.999517760301,0.5050289630889893
7895.142584398918,0.5037640929222107
7891.285651037536,0.5039220452308655
7887.428717676153,0.5067734122276306
7883.57178431477,0.5161722302436829
7879.714850953388,0.5186272263526917
7875.857917592005,0.5128270387649536
7872.000984230623,0.5128085613250732
7868.144050869239,0.5135823488235474
7864.287117507857,0.5080265402793884
7860.430184146475,0.5047738552093506
7856.573250785092,0.5126147270202637
7852.716317423709,0.5228506922721863
7848.859384062326,0.5233405232429504
7845.002450700944,0.5170513987541199
7841.145517339562,0.5031895637512207
7837.288583978178,0.4949275255203247
7833.431650616796,0.503535270690918
7829.574717255413,0.5137857794761658
7825.717783894031,0.5130167603492737
7821.860850532648,0.5136234164237976
7818.003917171265,0.5094490647315979
7814.146983809883,0.5069624185562134
7810.2900504485,0.5091760754585266
7806.433117087117,0.5097007155418396
7802.576183725735,0.5069499611854553
7798.719250364352,0.5076866745948792
7794.86231700297,0.5106353759765625
7791.005383641586,0.516394853591919
7787.148450280204,0.5165663957595825
7783.291516918822,0.505182683467865
7779.434583557439,0.49771183729171753
7775.577650196056,0.5009051561355591
7771.720716834673,0.5005927085876465
7767.863783473291,0.4981207549571991
7764.0068501119085,0.5024806261062622
7760.149916750525,0.5078141093254089
7756.292983389143,0.5051666498184204
7752.43605002776,0.4998110234737396
