Wavenumber,FCNSWOct20_1081.spa
7999.27978515625,0.521009624004364
7995.422851794868,0.5222864747047424
7991.5659184334845,0.5247204303741455
7987.708985072102,0.5229262709617615
7983.852051710719,0.5214822888374329
7979.995118349337,0.5202912092208862
7976.138184987954,0.5275565981864929
7972.281251626571,0.5411858558654785
7968.424318265189,0.5451311469078064
7964.567384903806,0.5419372320175171
7960.7104515424235,0.539596676826477
7956.853518181041,0.5326858758926392
7952.996584819658,0.5255711078643799
7949.139651458276,0.5228961110115051
7945.2827180968925,0.5229274034500122
7941.42578473551,0.516948938369751
7937.568851374128,0.5037745237350464
7933.711918012745,0.49973219633102417
7929.854984651362,0.5087147355079651
7925.998051289979,0.5235006809234619
7922.141117928597,0.529595673084259
7918.284184567215,0.5221781134605408
7914.427251205831,0.5261203050613403
7910.570317844449,0.5276177525520325
7906.713384483066,0.522165834903717
7902.856451121684,0.5293880701065063
7898.999517760301,0.5363380908966064
7895.142584398918,0.5360884666442871
7891.285651037536,0.5333576798439026
7887.428717676153,0.5255274772644043
7883.57178431477,0.5235112905502319
7879.714850953388,0.5310297608375549
7875.857917592005,0.5299070477485657
7872.000984230623,0.5287569761276245
7868.144050869239,0.5289748907089233
7864.287117507857,0.5198865532875061
7860.430184146475,0.5201394557952881
7856.573250785092,0.5298416018486023
7852.716317423709,0.5325025320053101
7848.859384062326,0.5290087461471558
7845.002450700944,0.5317369699478149
7841.145517339562,0.5358855724334717
7837.288583978178,0.5286494493484497
7833.431650616796,0.5259188413619995
7829.574717255413,0.5302075147628784
7825.717783894031,0.528952419757843
7821.860850532648,0.5292763710021973
7818.003917171265,0.528193473815918
7814.146983809883,0.5230642557144165
7810.2900504485,0.5210049152374268
7806.433117087117,0.5215925574302673
7802.576183725735,0.5234807133674622
7798.719250364352,0.5314470529556274
7794.86231700297,0.53868567943573
7791.005383641586,0.5392027497291565
7787.148450280204,0.5426440834999084
7783.291516918822,0.5378775596618652
7779.434583557439,0.5261350870132446
7775.577650196056,0.5248392820358276
7771.720716834673,0.5265266299247742
7767.863783473291,0.5266093611717224
7764.0068501119085,0.5254716277122498
7760.149916750525,0.5247710943222046
7756.292983389143,0.5235349535942078
