Wavenumber, FCNSWNov19_1001.spa
7999.27978515625,0.4907487630844116
7995.422851794868,0.4923723638057709
7991.5659184334845,0.49278897047042847
7987.708985072102,0.4897398352622986
7983.852051710719,0.4892965853214264
7979.995118349337,0.4904550611972809
7976.138184987954,0.48553210496902466
7972.281251626571,0.4882955551147461
7968.424318265189,0.49735522270202637
7964.567384903806,0.49866726994514465
7960.7104515424235,0.49866411089897156
7956.853518181041,0.49473172426223755
7952.996584819658,0.48877379298210144
7949.139651458276,0.4911326467990875
7945.2827180968925,0.498904287815094
7941.42578473551,0.49177882075309753
7937.568851374128,0.4840545356273651
7933.711918012745,0.4833983778953552
7929.854984651362,0.4816102683544159
7925.998051289979,0.48383718729019165
7922.141117928597,0.4881996214389801
7918.284184567215,0.4932760000228882
7914.427251205831,0.4927303194999695
7910.570317844449,0.4943849444389343
7906.713384483066,0.5011687874794006
7902.856451121684,0.5065104961395264
7898.999517760301,0.5057563185691833
7895.142584398918,0.5030075907707214
7891.285651037536,0.4955695867538452
7887.428717676153,0.49265924096107483
7883.57178431477,0.5012033581733704
7879.714850953388,0.49827736616134644
7875.857917592005,0.4890781342983246
7872.000984230623,0.4855686128139496
7868.144050869239,0.48404958844184875
7864.287117507857,0.48576220870018005
7860.430184146475,0.490431010723114
7856.573250785092,0.49054470658302307
7852.716317423709,0.4844382107257843
7848.859384062326,0.4790487289428711
7845.002450700944,0.4845675528049469
7841.145517339562,0.4932575523853302
7837.288583978178,0.49500229954719543
7833.431650616796,0.4932411313056946
7829.574717255413,0.4935253858566284
7825.717783894031,0.49836593866348267
7821.860850532648,0.5007845163345337
7818.003917171265,0.49151867628097534
7814.146983809883,0.4883389472961426
7810.2900504485,0.4910677671432495
7806.433117087117,0.4928285479545593
7802.576183725735,0.4884292781352997
7798.719250364352,0.48402607440948486
7794.86231700297,0.4853845536708832
7791.005383641586,0.49167123436927795
7787.148450280204,0.48897069692611694
7783.291516918822,0.480787456035614
7779.434583557439,0.48116257786750793
7775.577650196056,0.48659634590148926
7771.720716834673,0.48341163992881775
7767.863783473291,0.4812241792678833
7764.0068501119085,0.4783034920692444
7760.149916750525,0.4864962100982666
7756.292983389143,0.49302181601524353
7752.43605002776,0.4843982458114624
7748.579116666378,0.48072901368141174
7744.722183304995,0.4856583774089813
7740.865249943612,0.4844495356082916
7737.00831658223,0.48581209778785706
7733.151383220847,0.4907666742801666
7729.294449859464,0.4898739457130432
7725.437516498082,0.48700475692749023
7721.580583136699,0.4834820330142975
7717.7236497753165,0.4850248098373413
7713.866716413933,0.4838578999042511
7710.009783052551,0.4854234755039215
7706.152849691169,0.4913462996482849
7702.2959163297855,0.4944828450679779
7698.438982968403,0.4878888428211212
7694.58204960702,0.48491549491882324
7690.725116245638,0.49244603514671326
7686.868182884255,0.5004595518112183
7683.011249522872,0.49991700053215027
7679.15431616149,0.4946193993091583
7675.297382800107,0.4894476532936096
7671.4404494387245,0.4868757426738739
7667.583516077342,0.4895869493484497
7663.726582715959,0.4935282766819
7659.869649354577,0.49532297253608704
7656.0127159931935,0.49133074283599854
7652.155782631811,0.483452707529068
7648.298849270428,0.4835543632507324
7644.441915909046,0.48384734988212585
7640.5849825476635,0.4815126061439514
7636.72804918628,0.4837266206741333
7632.871115824898,0.4877720773220062
7629.014182463516,0.4838341176509857
7625.1572491021325,0.48264896869659424
7621.30031574075,0.4890908896923065
7617.443382379367,0.4922938644886017
7613.586449017985,0.4906771779060364
7609.7295156566015,0.49188652634620667
7605.872582295219,0.4895486533641815
7602.015648933837,0.4836948812007904
7598.158715572454,0.4825108051300049
7594.301782211071,0.48706838488578796
7590.444848849689,0.48828214406967163
7586.587915488306,0.4834584891796112
7582.730982126924,0.4826091527938843
7578.8740487655405,0.4840525686740875
7575.017115404158,0.4807586669921875
7571.160182042775,0.47837668657302856
7567.303248681393,0.48118478059768677
7563.44631532001,0.48519468307495117
7559.589381958627,0.4873735308647156
7555.732448597245,0.4866821765899658
7551.875515235863,0.4873221516609192
7548.018581874479,0.49021807312965393
7544.161648513097,0.49520954489707947
7540.304715151714,0.4938352406024933
7536.447781790332,0.48874157667160034
7532.590848428948,0.489050030708313
7528.733915067566,0.48993343114852905
7524.876981706184,0.48957550525665283
7521.020048344801,0.48678165674209595
7517.163114983418,0.48458725214004517
7513.306181622036,0.48787620663642883
7509.449248260653,0.4886741042137146
7505.592314899271,0.4826679825782776
7501.735381537887,0.47918644547462463
7497.878448176505,0.48067599534988403
7494.021514815122,0.48225101828575134
7490.16458145374,0.48330873250961304
7486.307648092357,0.48643431067466736
7482.450714730974,0.4883684813976288
7478.593781369592,0.48752644658088684
7474.73684800821,0.48632651567459106
7470.879914646826,0.4841560125350952
7467.022981285444,0.4855990409851074
7463.166047924061,0.48478272557258606
7459.309114562679,0.48390933871269226
7455.452181201295,0.4819267690181732
7451.595247839913,0.48378264904022217
7447.738314478531,0.4900191128253937
7443.881381117148,0.49137768149375916
7440.024447755765,0.49402761459350586
7436.167514394383,0.4949897229671478
