Wavenumber,FCNSWNov19_1043.spa
7999.27978515625,0.5083407163619995
7995.422851794868,0.5048863887786865
7991.5659184334845,0.5029876828193665
7987.708985072102,0.5019684433937073
7983.852051710719,0.492544025182724
7979.995118349337,0.4890468120574951
7976.138184987954,0.4869546890258789
7972.281251626571,0.49276623129844666
7968.424318265189,0.5053704380989075
7964.567384903806,0.5077699422836304
7960.7104515424235,0.5004788637161255
7956.853518181041,0.49512362480163574
7952.996584819658,0.49606624245643616
7949.139651458276,0.4980645179748535
7945.2827180968925,0.4928431212902069
7941.42578473551,0.4867589473724365
7937.568851374128,0.4886600077152252
7933.711918012745,0.49144989252090454
7929.854984651362,0.49316975474357605
7925.998051289979,0.4929903745651245
7922.141117928597,0.49895769357681274
7918.284184567215,0.504165768623352
7914.427251205831,0.49850890040397644
7910.570317844449,0.48981279134750366
7906.713384483066,0.4923326075077057
7902.856451121684,0.49843013286590576
7898.999517760301,0.5007644891738892
7895.142584398918,0.49073538184165955
7891.285651037536,0.4821140170097351
7887.428717676153,0.48491305112838745
7883.57178431477,0.48748549818992615
7879.714850953388,0.48544660210609436
7875.857917592005,0.4854748845100403
7872.000984230623,0.4970525801181793
7868.144050869239,0.5028893947601318
7864.287117507857,0.5006470680236816
7860.430184146475,0.4950001537799835
7856.573250785092,0.49256250262260437
7852.716317423709,0.49432143568992615
7848.859384062326,0.4934420883655548
7845.002450700944,0.4994223713874817
7841.145517339562,0.5011833310127258
7837.288583978178,0.4931674301624298
7833.431650616796,0.49211400747299194
7829.574717255413,0.49759840965270996
7825.717783894031,0.4957258403301239
7821.860850532648,0.48997750878334045
7818.003917171265,0.48550543189048767
7814.146983809883,0.49438485503196716
7810.2900504485,0.5051239728927612
7806.433117087117,0.5018775463104248
7802.576183725735,0.4967174530029297
7798.719250364352,0.49018770456314087
7794.86231700297,0.4919276833534241
7791.005383641586,0.4944917559623718
7787.148450280204,0.48991894721984863
7783.291516918822,0.4867907464504242
7779.434583557439,0.4873504936695099
7775.577650196056,0.49100932478904724
7771.720716834673,0.4923723638057709
7767.863783473291,0.4854336380958557
7764.0068501119085,0.4826298952102661
7760.149916750525,0.48969680070877075
7756.292983389143,0.4963534474372864
7752.43605002776,0.49696260690689087
7748.579116666378,0.4965716004371643
7744.722183304995,0.4990060329437256
7740.865249943612,0.49766117334365845
7737.00831658223,0.4922217130661011
7733.151383220847,0.49165791273117065
7729.294449859464,0.48877501487731934
7725.437516498082,0.4921970069408417
7721.580583136699,0.49106428027153015
7717.7236497753165,0.48612257838249207
7713.866716413933,0.48664411902427673
7710.009783052551,0.49057403206825256
7706.152849691169,0.4917774200439453
7702.2959163297855,0.49289605021476746
7698.438982968403,0.49965640902519226
7694.58204960702,0.5014687776565552
7690.725116245638,0.49685150384902954
7686.868182884255,0.49221137166023254
7683.011249522872,0.4942900538444519
