Wavenumber, ../data/raw/MIR/Raw/Nov19/SS8.spa
7999.27978515625,0.8113335371017456
7995.422851794868,0.809451162815094
7991.5659184334845,0.7990512847900391
7987.708985072102,0.7936968207359314
7983.852051710719,0.8095176815986633
7979.995118349337,0.8206485509872437
7976.138184987954,0.8191527128219604
7972.281251626571,0.8274329304695129
7968.424318265189,0.8225229978561401
7964.567384903806,0.7933667302131653
7960.7104515424235,0.7937914133071899
7956.853518181041,0.8130648136138916
7952.996584819658,0.8199946284294128
7949.139651458276,0.8103207349777222
7945.2827180968925,0.7968961596488953
7941.42578473551,0.7964044213294983
7937.568851374128,0.8133811950683594
7933.711918012745,0.8325849175453186
7929.854984651362,0.8294448256492615
7925.998051289979,0.8218263387680054
7922.141117928597,0.8216160535812378
7918.284184567215,0.8236783742904663
7914.427251205831,0.8305259346961975
7910.570317844449,0.8150393962860107
7906.713384483066,0.7983250617980957
7902.856451121684,0.8003202080726624
7898.999517760301,0.8130641579627991
7895.142584398918,0.808409571647644
7891.285651037536,0.7908742427825928
7887.428717676153,0.7897491455078125
7883.57178431477,0.7940406799316406
7879.714850953388,0.8007512092590332
7875.857917592005,0.8051972985267639
7872.000984230623,0.8115065097808838
7868.144050869239,0.8202893733978271
7864.287117507857,0.8122884631156921
7860.430184146475,0.7983138561248779
7856.573250785092,0.7937399744987488
7852.716317423709,0.7978323101997375
7848.859384062326,0.805065393447876
7845.002450700944,0.8062509894371033
7841.145517339562,0.7903673648834229
7837.288583978178,0.783905029296875
7833.431650616796,0.7879176735877991
7829.574717255413,0.7979446649551392
7825.717783894031,0.8221896886825562
7821.860850532648,0.8234310746192932
7818.003917171265,0.7998368144035339
7814.146983809883,0.8024632334709167
7810.2900504485,0.8071519136428833
7806.433117087117,0.801280677318573
7802.576183725735,0.8019928336143494
7798.719250364352,0.8132574558258057
7794.86231700297,0.8170825839042664
7791.005383641586,0.8092309832572937
7787.148450280204,0.7934082746505737
7783.291516918822,0.7888509035110474
7779.434583557439,0.8067821860313416
7775.577650196056,0.8162189722061157
7771.720716834673,0.8053048849105835
7767.863783473291,0.7945468425750732
7764.0068501119085,0.784620463848114
7760.149916750525,0.7823537588119507
7756.292983389143,0.7865090370178223
7752.43605002776,0.794798731803894
7748.579116666378,0.8099705576896667
7744.722183304995,0.8092452883720398
7740.865249943612,0.8066532015800476
7737.00831658223,0.8019827604293823
7733.151383220847,0.7918756008148193
7729.294449859464,0.799030065536499
7725.437516498082,0.8053264021873474
7721.580583136699,0.800555408000946
7717.7236497753165,0.8003881573677063
7713.866716413933,0.8031548857688904
7710.009783052551,0.8013100624084473
7706.152849691169,0.7951453924179077
7702.2959163297855,0.7982189655303955
7698.438982968403,0.8092988729476929
7694.58204960702,0.799025297164917
7690.725116245638,0.7840179204940796
7686.868182884255,0.7892506718635559
7683.011249522872,0.7984169721603394
