CombID,UniqueID,PrelimID,Date,Transect,Plot,Easting,Northing,Height,RHeight,RTHeight,TWI,TPI,Slope,planCurv,proCurv,NDVI,VH,VV,Wet,Inun,UDepth,LDepth,Description,CoreVol,CoreMass,MoisFF,Moisture,Sand,Silt,Clay,MSand,MSilt,MClay,Texture,pHw,pHc,EC,CEC,AvailP,ExCa,ExMg,ExNa,ExK,Al,As,B,Ca,Cd,Co,Cr,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,P,Pb,S,Sb,Se,Zn,Fizz,ADMoisture,MoisFAD,TotOC,TotN,d13C,d15N,MTOC,POC,HOC,ROC,DOC,DTN,NO3,NH4,FAA,WHC,Proteolysis,AAMin_k1,AAMin_k2,AAMin_a,AAMin_b,DON,MBC,MBN,MicY,CN,MicCN,Vuln,BD0_30,bdm
FCNSW_043_2019-07-31_T0_P3,FCNSW_043,FC NSW 1003,2019-07-31,0,3,144.425268,-35.73518,80.739998,4.57999,0.470001,5.73089361,0.0625,2.748800039,-0.128364027,0.005745502,0.357604235,-19.487257,-12.45721912,0.496277601,n,0,30,"Mature RRG, some juveniles, juncus, 90% litter",2829,3340,1.132,0.132,25,31,43,36,35,29,Silty clay,6.36,4.77,0.0991,6624.250689289502,4875.779719851537,473633.92428419937,315314.33281018026,87440.10909862141,125198.33802757159,11360589.932131493,0,0,523315.8044538706,0,6955.463223753975,12917.28884411453,6624.250689289502,11426832.439024389,1613005.0428419935,1106249.8651113468,470321.79893955454,0,116586.81213149523,7949.100827147401,97707.69766702014,6293.038154825026,40076.71667020148,0,0,18547.901930010605,n,0.022,1.022,5786.282977094379,516.6915537645812,-24.68,4.15,9591.406258950386,1756.1820771672594,4632.398963244063,2267.0401114167184,26023.841993637325,4773.738388123012,2874.613679745493,1574.7179109225874,364.59305408271473,7972.285704559915,1635.1962826511135,0.0965,9e-4,32.347,68.9067,324.40679745493145,116893.03428773416,8270.59088016967,0.6805351310618772,11.198717948717947,14.133577150818532,0.25453983405942365,1.0802757158006362,0.085
FCNSW_044_2019-07-31_T0_P4,FCNSW_044,FC NSW 1004,2019-07-31,0,4,144.425377,-35.735393,80.269997,4.10999,0,6.21222591,0.040000916,1.699662209,-0.755148768,-4.96749e-4,0.310390472,-19.02205086,-12.12314129,0.509806693,n,0,30,"Young RRG ~5m height, 5% juncus, 10% canopy, 90% litter",2829,3240,1.098,0.098,63,21,16,63,24,14,Loam,6.05,4.55,0.0642,3016.557162248144,4002.9713543032867,246687.3412682927,137085.76437327676,38209.72405514315,54968.37495652173,4792974.1577942725,0,0,234621.11261930008,0,0,6703.46036055143,0,4156145.423541887,791008.3225450688,465890.4950583245,60331.14324496287,0,35193.16689289501,0,63012.52738918345,3351.730180275715,41561.454235418874,0,0,9049.671486744432,n,0.013,1.013,7360.3994758854715,422.31800271474015,-24.81,2.73,7256.354708994223,1838.0316748139571,3365.4648465807663,1412.309287243328,27475.584814422058,4430.371876988335,1883.9833806998938,1131.5811664899256,459.58077200424174,6569.391153340403,1724.4651777518552,0.1053,9e-4,31.658,69.5806,1414.8073297985156,131017.83499469777,6531.407083775186,0.6872931865908853,17.42857142857143,20.059664527749632,0.38470459744040064,1.1029056203605514,0.037
FCNSW_045_2019-07-31_T1_P1,FCNSW_045,FC NSW 1011,2019-07-31,1,1,144.417459,-35.745008,81.370003,5.21,1.810005,5.40099144,0.101257324,0.687176883,1.027360559,0.01627399,0.39453125,-18.23647118,-11.30923271,0.532652915,n,0,30,"Mature grey box, 30% canopy; 5% bluebush; 2% moss; 60% litter",2829,3560,1.132,0.132,58,24,18,54,26,20,Loam,8.59,7.66,0.2438,6860.869374337221,11629.534687889714,764806.3860445387,300433.8589183457,63914.41469777307,201492.9005726405,10471853.255567338,0,6499.770986214209,5235926.627783669,0,3972.0822693531277,10832.951643690349,8666.361314952279,8919130.186638387,2383249.361611877,2116036.554400848,519981.67889713676,0,118079.17291622481,9027.459703075292,371931.3397667019,4694.279045599152,61747.82436903499,0,0,24554.69039236479,y,0.023,1.023,6059.230952704135,397.20822693531284,-25.03,4.41,9668.222502465655,1919.6152676898532,5804.869763510839,2848.5597930529366,52339.85238600212,7147.841993637328,4547.792407211029,1790.3138069989395,415.45728525980917,9883.262882926829,2152.8685899893953,0.1083,0.0014,26.72,73.3309,809.7357794273596,126249.12689996467,8768.019512195124,0.7329359356087751,15.254545454545454,14.398819108964036,0.22183288777497376,1.176599505125486,0.065
FCNSW_046_2019-07-31_T1_P2,FCNSW_046,FC NSW 1012,2019-07-31,1,2,144.417561,-35.745289,80.519997,4.35999,0.959999,5.79950857,-0.011253357,2.007002115,0.251950651,0.002717752,0.29017517,-18.23647118,-11.76608753,0.532652915,n,0,30,"Mature RRG, 10% cover; 1% small saplings; 75% litter cover",2829,3790,1.171,0.171,29,22,49,36,29,35,Clay,6.36,4.97,0.1234,8500.248975609757,3283.6831368822905,639366.5533828208,507427.9062396607,127873.31067656417,189962.08580275718,14006932.007635206,0,0,587625.9074443267,0,7391.52084835631,15152.617739130434,7391.52084835631,12011221.378579004,1825705.6495440085,1323082.2318557794,436099.7300530223,0,153743.63364581126,9608.977102863204,80937.15328950158,8130.6729331919405,44718.701132555674,0,0,21804.986502651114,n,0.024,1.024,3703.151945026511,362.1845215694592,-24.78,4.37,6427.721116112111,969.3382398388118,3364.549897022993,1372.9179823469685,30583.861166489925,6568.636691410392,6130.847883351007,1059.2828950159067,365.6059872746553,5185.151875121951,1623.9171303838814,0.1035,7e-4,32.792,68.4524,0,100935.64439731355,4143.29391304348,0.676110481172292,10.224489795918368,24.361207897793257,0.20461104212652195,1.2030470130788264,0.102
FCNSW_047_2019-07-31_T1_P3,FCNSW_047,FC NSW 1013,2019-07-31,1,3,144.417647,-35.745413,80.190002,4.03,0.630005,5.52647734,-0.041252136,4.844833851,0.027444854,-0.002432437,0.333333343,-18.23647118,-11.528368,0.532652915,m,0,30,"Mature RRG, 10% cover; Juvenile RRG 1%; Juncus 1%; Chenopod 1%; Litter 60%",2829,3840,1.155,0.155,39,24,38,43,27,30,Clay loam,6.03,4.77,0.1162,7599.2581972428425,4811.850290494168,553985.9225790031,367804.09674655355,83591.84016967125,128427.463533404,10562968.89416755,0,0,687732.8668504771,0,4559.554918345705,12538.776025450688,6079.406557794274,9651057.910498409,1432460.1701802756,873914.6926829268,209739.52624390242,0,105249.72603181336,6459.3694676564155,93850.8387359491,6839.332377518558,69533.212504772,0,0,17858.25676352068,n,0.022,1.022,5813.432520890774,467.3543791304348,-21.78,3.66,10301.149911267816,1705.0233099474865,4845.871325925565,2732.1716509842718,28426.57934252386,9238.824178154826,7926.799609756098,2016.1828377518557,314.90076776246025,8758.145072322375,1318.851260131495,0.0883,7e-4,33.032,68.204,0,100199.82976316719,4944.722799575821,0.673712908451539,12.439024390243903,20.2639933166249,0.22499520194628908,1.2392788971367974,0.087
FCNSW_048_2019-07-31_T1_P4,FCNSW_048,FC NSW 1014,2019-07-31,1,4,144.417776,-35.745531,79.559998,3.39999,0,5.54051876,-0.140914917,2.687362432,-0.272436529,-0.017103843,0.301171601,-18.30298615,-12.48071671,0.530718505,y,0,30,"Mature RRG <10%; Juncus 5%, lots of dead wood; 50% litter",2829,3740,1.118,0.118,55,23,23,58,23,19,Loam,6.15,4.8,0.0826,3794.0067104984087,5129.573719194061,337245.0409331919,195832.06354188756,52119.68814422056,78179.53221633084,6093404.71686108,0,0,324215.11889713677,0,0,8431.126023329798,0,4867059.113467655,977244.1527041355,551855.5215270413,80862.16322375396,0,55185.552152704135,3832.330010604453,64383.14417815482,4598.796012725345,43305.32911983033,0,0,11496.99003181336,n,0.015,1.015,3908.9766108165422,379.40067104984087,-23.78,4.19,5481.234008144861,1215.3940623770602,2649.4834460500406,1080.2594509788507,22106.691834570516,5727.728695652174,5834.958422057264,292.9939003181336,253.72667656415695,5357.597354825025,1444.4051809968184,0.1,7e-4,34.939,66.3281,0,62139.54254742548,3858.7598727465543,0.654981726542974,10.303030303030303,16.103500761035008,0.3258653735476624,1.2585648639095086,0.048
FCNSW_049_2019-07-31_T2_P1,FCNSW_049,FC NSW 1021,2019-07-31,2,1,144.382395,-35.780812,81.239998,5.07999,1.220001,7.23809719,0.17250061,1.16666162,0.571407795,-0.003333365,0.312384486,-18.42377663,-12.74129581,0.527205706,n,0,30,"Recently thinned RRG, some coppiced, some dead RRG ~20m, RRG cover ~15%; litter 40%",2829,3430,1.186,0.186,17,26,57,28,31,42,Silty clay,5.68,4.36,0.1851,8206.111320254506,1668.4665536341463,485145.3012534464,437221.61114316015,109633.64723860021,112916.09176670201,14574053.704772005,0,0,439847.5667656415,0,4595.422339342524,16412.22264050901,5908.400150583244,13293900.338812301,1306412.9221845174,974886.0248462353,199244.3828557794,0,136549.69236903498,8206.111320254506,71885.53516542948,6564.889056203605,58099.268147401905,0,0,18053.444904559914,n,0.029,1.029,5048.3996842205725,357.7864535630965,-25.44,5.07,6229.240278385828,710.6291560407061,3323.815648170199,1648.740023120012,32368.284379639448,3907.6720572640506,1369.7586786850475,2617.342794273595,842.4621961823965,4680.765897073171,1784.99333438176,0.0767,6e-4,36.713,64.9602,0,72213.07074349005,2692.3062990455983,0.6389117289511886,14.110091743119266,26.82201158504477,0.14291024636358104,1.063312124425592,0.123
FCNSW_050_2019-07-31_T2_P2,FCNSW_050,FC NSW 1022,2019-07-31,2,2,144.383235,-35.780596,80.730003,4.57,0.710007,5.86268425,0.058128357,1.740020871,-0.196182489,-0.002138764,0.298602283,-18.21157074,-12.18082428,0.533377051,n,0,30,"Very disturbed site, RRG 5% coppiced / thinned, few chenopods",2829,4030,1.217,0.217,16,40,44,25,35,41,Silty clay,5.5,4.01,0.0649,7789.566914103925,3767.034559660658,311582.676564157,337288.2473806999,71664.01560975611,90358.97620360553,10476967.49946978,0,0,281592.8439448569,0,6621.131876988336,15189.655482502654,5842.175185577944,13359107.257688232,1086644.5845174976,778956.6914103925,432320.96373276785,0,65432.36207847297,7010.610222693533,139822.72610816543,8179.0452598091215,49463.749904559925,0,0,20252.873976670206,n,0.024,1.024,3937.6260750795336,202.52873976670205,-24.48,1.37,8533.656619890944,1265.2286310270345,4171.253593580129,1999.4952968358905,28408.337539766704,4860.872322375398,3429.23512195122,924.6307211028633,274.9930116648993,7672.723410392365,1437.9540523435849,0.0738,6e-4,35.855,65.4918,507.0064793213151,93735.13137740076,5104.296288441145,0.6462147793516914,19.44230769230769,18.363967544295416,0.20503647993067753,1.2678331565924357,0.11
FCNSW_051_2019-07-31_T2_P3,FCNSW_051,FC NSW 1023,2019-07-31,2,3,144.384195,-35.780728,80.694283,4.53428,0.674286,6.10975552,-0.022270203,0.474723637,0.142543212,-0.011416793,0.367720455,-17.9826107,-11.23402882,0.540035665,m,0,30,Mainly young RRG 30%; many branches; sedges 5%; Themeda; Litter 90%,2829,3140,1.193,0.193,18,46,36,25,39,35,Silty clay loam,5.64,4.23,0.0674,4542.41290562036,3961.2868812279958,247712.9171198303,243170.50421420994,49058.059380699895,78129.5019766702,8751715.531495227,0,0,245290.2969034994,0,5148.067959703075,12415.92860869565,3936.7578515376454,10235570.413997876,1090179.0973488863,693475.0369247082,378534.40880169667,0,49058.059380699895,5753.723013785789,116891.42543796393,5148.067959703075,40881.71615058324,0,0,15141.376352067868,n,0.023,1.023,4684.741843329798,405.78888623541883,-24.89,2.81,7677.520376611721,1259.1709452773493,3711.3218963550635,1813.0658780917677,29826.883308589608,2590.1670201484626,1086.3900530222693,196.85269353128317,452.0211474019087,6668.262145450688,1444.7901315143158,0.0945,7e-4,33.717,67.648,1306.9242735949101,89766.1438906563,4132.426468716861,0.6673703941202584,11.544776119402984,21.722381407195158,0.22792950036955595,0.9867302933898904,0.111
FCNSW_052_2019-07-31_T2_P4,FCNSW_052,FC NSW 1024,2019-07-31,2,4,144.384389,-35.780678,80.019997,3.85999,0,5.48051739,-0.021560669,4.549061775,-0.257610708,-0.013795063,0.367720455,-17.9826107,-11.23402882,0.540035665,y,0,30,Mature RRG + saplings 30%; Juncus 10%; Litter 70%,2829,3430,1.143,0.143,22,47,31,31,39,31,Silty clay loam,5.82,4.2,0.0431,4447.802850477201,5092.39212511559,268236.72575185576,236759.96711770946,49267.97003605515,54057.91156733828,8006045.1308589615,0,0,259341.12005090137,0,0,12316.992509013788,4105.664169671263,8929819.569034996,951145.532640509,612428.2386426299,206651.76320678685,0,44820.16718557795,5132.080212089078,113590.04202757159,5816.357573700955,25318.26237963945,0,0,14369.824593849418,n,0.018,1.018,3582.191988038177,338.7172939978791,-29.26,4.71,5212.492604351679,756.3866930227309,2593.651632650593,1309.9147895121519,22346.562757158004,1737.5805302226936,827.115219512195,49.40509437963945,568.3266299045599,4690.721313849418,1255.6489585577945,0.0909,8e-4,33.749,67.6318,861.060216330859,74589.36924708379,3031.5234782608695,0.6671065921752443,10.575757575757576,24.604582409460463,0.19376811131694793,1.1202969247083776,0.076
FCNSW_053_2019-07-29_T3_P1,FCNSW_053,FC NSW 1031,2019-07-29,3,1,144.42359,-35.862426,82.900002,6.74,0,8.41408253,-0.022506714,0.333277375,-2.000254393,-8.48e-7,0.427167118,-17.05365753,-11.34132576,0.56705147,n,0,30,"Red gum, Black box, juncus",2829,3400,1.174,0.174,25,41,34,30,40,30,Silty clay loam,5.94,4.35,0.0697,5019.957582184517,3091.9592067868507,240288.63626723224,266057.7518557794,58900.835630965004,87012.5980911983,8935524.496288441,0,0,259699.1389183457,0,6693.276776246023,13051.889713679744,5019.957582184517,10943507.529162247,1218176.3732767762,763033.5524920466,455142.82078472956,0,66932.76776246024,7027.9406150583245,94709.86638388124,5354.621420996818,33466.38388123012,0,0,16733.19194061506,n,0.02,1.02,6673.196945917286,314.5840084835631,-26.54,3.53,6837.643962633722,1271.2316312845771,3374.6479676733406,1418.0672974780275,48998.72322375397,2936.511134676564,282.495652173913,521.6818663838812,895.061717921527,6392.079321314953,1489.9234103923645,0.0952,3e-4,33.102,68.1592,2132.33361611877,81937.95687522093,4613.111346765642,0.6731028271440591,21.212765957446813,17.761972498814604,0.26524246923824457,1.0936726758571933,0.09
FCNSW_054_2019-07-29_T3_P2,FCNSW_054,FC NSW 1032,2019-07-29,3,2,144.424764,-35.862395,82.980003,6.82,0.080002,6.81765938,-0.068756104,1.581074476,-0.091420814,-0.007442566,0.4558011,-16.83444023,-10.56536674,0.573426723,n,0,30,"Red gum, grey box, juncus, ""cherry berry""",2829,3360,1.202,0.202,23,41,36,30,39,30,Silty clay loam,6.04,4.43,0.0791,5250.921060445387,3948.0362723223757,301927.9609756098,304881.6040721103,77451.08564156946,112238.43766702017,9845476.988335103,0,0,288144.29319194064,0,4922.738494167551,13127.302651113469,4922.738494167551,10140841.297985155,1355393.9987274657,823738.24135737,347873.5202545069,0,94844.76165429482,6563.651325556734,79091.99847295864,5579.103626723224,35443.71715800636,0,0,17065.493446447508,n,0.02,1.02,8391.628219724285,403.66455652173914,-26.78,3.21,7351.432710059117,1311.602376456675,3454.133688929266,1754.4699594449014,34024.810180275716,2084.924538706257,228.76255355249205,154.438854718982,611.9639618239661,7551.4808500530235,1556.898094422057,0.0882,8e-4,32.865,68.3917,1701.7231304347824,78949.71452810179,3873.841272534464,0.6754288851996955,20.788617886178862,20.380214101144333,0.2518145869797721,1.072492046659597,0.097
FCNSW_055_2019-07-29_T3_P3,FCNSW_055,FC NSW 1033,2019-07-29,3,3,144.42555,-35.86226,83.300003,7.14,0.400002,6.60462236,-0.00868988,1.24843967,0.464881808,0.012341132,0.434108526,-16.72118378,-11.30249596,0.576720417,n,0,30,"Grey box, sparse juncus, last logged >10 years ago",2829,3200,1.204,0.204,20,51,29,25,43,32,Silty clay loam,5.68,4.32,0.0869,4085.7111346765637,4553.0536313891835,218742.68844114526,212142.69353128312,51542.81739130435,72285.65853658537,8234279.363732767,0,0,224714.112407211,0,5657.13849416755,12571.418875927888,4085.7111346765637,9742849.628844114,1203713.3573700953,738570.8589607634,364571.1474019088,0,61285.66702014846,5971.423966065747,91142.7868504772,5028.567550371155,37399.97115588547,0,0,16028.559066808059,n,0.02,1.02,5842.566922587486,534.2853022269353,-28.28,3.62,8236.296218463016,1721.3065813562366,3683.949336528764,1778.9707296551362,44073.915588547185,3792.99427359491,201.820572640509,248.9633934252386,1485.1529162248144,7640.2798218451735,2090.626959066808,0.0929,8e-4,33.941,67.3326,3342.2103075291625,86835.91186520562,4301.397242841993,0.6648583638776542,10.935294117647059,20.1878382680675,0.31508910262321455,1.0270767055496641,0.092
FCNSW_056_2019-07-29_T3_P4,FCNSW_056,FC NSW 1034,2019-07-29,3,4,144.42597,-35.862151,83.5,7.34,0.599998,5.88073301,0.079368591,0.689953506,-1.712836146,0.005568054,0.436702639,-17.36703491,-10.53044033,0.557937801,n,0,30,"Very mature red gum, cherry bush",2829,2840,1.175,0.175,15,59,26,25,45,30,Silty clay loam,6.29,4.93,0.0782,3883.4937009544014,3904.85291630965,300693.3694167551,209986.05225874868,40499.29145281018,86546.43104984093,6796113.976670201,0,0,324549.11643690354,0,0,10263.51906680806,3328.708886532344,5769762.069989396,1045769.375185578,693481.0180275716,130651.8237963945,0,43828.00033934252,4993.063329798515,73786.38031813361,4438.278515376458,34951.44330858961,0,0,13037.443138918346,n,0.02,1.02,5134.533457476141,477.1149404029693,-20.18,3.74,6511.824287697669,1356.41762439422,2922.945578393467,1605.6324259986757,26039.532343584306,2126.67512195122,174.05013785790035,236.05549946977732,535.7480805938494,7059.636763520679,1573.3697337009542,0.1401,0.001,29.361,71.7144,1716.5694846235422,80050.97659950513,6499.684835630965,0.7095138876521884,10.761627906976745,12.316132031613204,0.2995239616229792,0.9065111346765642,0.097
FCNSW_057_2019-07-31_T4_P1,FCNSW_057,FC NSW 1041,2019-07-31,4,1,144.34441,-35.74825,80.510002,4.35,1.200005,5.51209164,0.236251831,2.315444231,0.175042644,-7.19239e-4,0.442673534,-18.46257591,-12.3828125,0.52607733,n,0,30,"Mature RRG + saplings, Juncus, litter 75%",2829,3480,1.173,0.173,21,33,46,31,28,41,Silty clay,5.76,4.65,0.2491,7443.604861081652,3220.3741394443264,544059.8462099681,417180.2178960762,104210.46805514314,125187.89993637326,15090217.127465531,0,0,561653.8213361611,0,7443.604861081652,16917.283775185577,7105.259185577942,14345856.641357368,1509021.7127465531,1018420.4832661717,480450.8592152703,0,160037.50451325555,9135.333238600211,132293.1591219512,7443.604861081652,49398.468623541885,0,0,19624.049179215268,n,0.029,1.029,5464.2826593849395,534.5861672958642,-22.35,4.76,10583.248852802408,1513.1438478104242,4931.634772960335,2792.9881546223796,51945.432279957575,6826.09934252386,1579.932916224814,3384.771995758218,569.8280424178155,8580.446330774124,2519.6602454761396,0.0841,9e-4,35.72,65.6345,1861.3944305408274,51667.03966065748,2222.756818663838,0.6475736153796822,10.22151898734177,23.24457593688364,0.19588578782368296,1.096033934252386,0.109
FCNSW_058_2019-07-31_T4_P2,FCNSW_058,FC NSW 1042,2019-07-31,4,2,144.34441,-35.74903,79.57,3.41,0.260002,6.6422267,-0.118591309,1.536560416,-1.559445858,-0.026031157,0.42923978,-17.65932846,-12.42421818,0.549437344,n,0,30,"Mix mature and juv RRG 30%, 1% juncus, pig disturbance",2829,3430,1.188,0.188,23,25,52,34,30,36,Clay,5.63,4.4,0.0797,6896.547868504773,5552.377848229057,481444.7226299046,318554.83011664904,58456.453361611886,104433.43915164372,9228237.8621421009,0,0,486042.4212089078,0,0,12479.467571580064,4926.105620360552,6830866.460233298,962232.6311770945,692938.857264051,177011.39529162252,0,51231.49845174974,5254.512661717922,91953.97158006365,6239.733785790032,82430.16738069992,0,0,16420.35206786851,n,0.026,1.026,5934.315237327679,413.7928721102864,-27.23,2.57,6668.0861538656745,1073.323086968267,3313.8820849201124,1474.4463490845399,25584.38091198304,4180.307953340403,3663.691028632026,255.10761399787913,364.8967126193001,5356.318844538707,1440.7216904347824,0.0741,7e-4,36.897,64.6641,261.5093107104985,102412.92140921409,2944.7804878048782,0.6367014536077297,14.341269841269842,34.77777777777778,0.22415402405273357,1.0669494521032168,0.12
FCNSW_059_2019-07-31_T4_P3,FCNSW_059,FC NSW 1043,2019-07-31,4,3,144.34407,-35.74957,79.440002,3.28,0.130005,6.15127707,0.06312561,2.136120081,-0.578973353,-0.016373023,0.473740608,-17.66393089,-10.8448143,0.549303472,n,0,30,"Mature RRG, pig disturbance, litter 80%",2829,3310,1.171,0.171,26,27,47,38,29,33,Silty clay,5.67,4.44,0.0698,5470.267463414634,5972.566728731707,416383.888097561,256459.00990243905,45049.26146341464,83019.35326829267,8752427.941463416,0,0,405443.35317073175,0,0,11584.09580487805,4183.145707317073,5759869.858536585,952470.0995121951,595293.812195122,109083.56882926832,0,44727.48102439024,4504.926146341464,73044.15965853659,5470.267463414634,43440.35926829269,0,0,14480.119756097563,n,0.022,1.022,5837.09716390244,405.4433531707317,-26.63,3.14,6454.357179401972,1164.3335638405115,3066.7913825195615,1385.1034080999768,21463.573902439028,3205.2102439024393,2975.0522195121953,155.53770731707317,323.98441463414633,5653.682313658536,1377.8638399024392,0.1415,0.0012,25.466,75.8255,74.62031707317077,124066.33495934958,6574.144390243903,0.7485869989090891,14.396825396825397,18.871860366113236,0.26153663071594724,1.0495121951219513,0.103
FCNSW_060_2019-07-31_T4_P4,FCNSW_060,FC NSW 1044,2019-07-31,4,4,144.34419,-35.75001,79.309998,3.14999,0,6.41605902,0.007492065,0.527038217,-0.417824209,-0.011131082,0.444714457,-17.54943657,-10.8448143,0.552633226,n,0,30,"60% mature RRG, disturbance by pigs, 40% litter",2829,3810,1.227,0.227,21,31,49,31,32,37,Silty clay,5.62,4.41,0.075,6295.726422057264,13114.738810841993,465143.0815355249,277752.6362672322,48884.46398303288,99250.275359491,10110195.960127255,0,0,425887.3756097561,0,0,14072.800237539766,5184.715876988335,6666063.270413575,1162857.7038388124,685123.1694591729,140728.00237539766,0,50736.148224814424,5925.389573700954,88880.84360551431,6666.063270413573,49625.1376797455,0,0,17035.495024390242,n,0.023,1.023,4399.601758472959,536.9884301166489,-26.48,3.36,7022.787462066426,1396.4122115566613,3353.1040620019758,1310.774886948085,29033.25047720043,4564.953722163309,3741.3795970307538,368.5267953340403,304.0889077412514,5421.7314599363735,1879.8298422566277,0.089,7e-4,34.645,66.9322,455.0473297985147,74855.74832096147,3301.5367126193023,0.6589293660388355,8.193103448275863,22.673001949317726,0.29941004619577954,1.2067020148462355,0.104
FCNSW_061_2019-07-30_T5_P1,FCNSW_061,FC NSW 1051,2019-07-30,5,1,144.29449,-35.72734,80.019997,3.85999,1.099998,6.9005394,0.04964447,0.495429456,1.667062998,0.008091221,0.536755621,-19.22095871,-12.75187397,0.504022062,n,0,30,"RRG 20%, litter 50%",2829,4290,1.143,0.143,31,47,22,38,41,21,Silty loam,6.36,4.75,0.0627,3090.427743372216,2210.097326188759,293149.1459427359,250324.64721314952,77702.18326193,56510.678735949085,7019685.874231176,0,0,338181.0930604454,0,0,11037.241940615055,0,8167559.036055141,1059575.2262990454,706383.4841993635,267101.25496288436,0,80351.12132767761,5297.876131495227,83000.05939342524,5297.876131495227,18984.056137857897,0,0,13686.18000636267,n,0.013,1.013,2882.927594888653,291.3831872322375,-24.02,4.52,4805.629250953892,761.7935552168855,2418.894606664357,1270.9159610361855,26598.336648992576,1708.4299469777304,212.24627147401907,120.28741463414634,347.7875249204666,3770.321846914103,1556.251113626723,0.103,9e-4,32.72,68.6894,1375.8962608695651,30217.128313891837,2257.5681442205723,0.6773474648306764,9.893939393939394,13.384813384813388,0.20645871684725225,1.452746553552492,0.042
FCNSW_062_2019-07-30_T5_P2,FCNSW_062,FC NSW 1052,2019-07-30,5,2,144.29568,-35.72802,79.650002,3.49,0.730003,6.4532814,-0.04750061,2.603435516,0.128039688,0.007770457,0.445352405,-18.69451141,-12.41549301,0.51933217,n,0,30,"Juv RRG, coppiced, 25%; Themeda; woody debris 10%; juncus 1%; litter 70%",2829,2970,1.162,0.162,18,50,33,27,41,32,Silty clay loam,5.88,4.57,0.0704,5028.193622481442,3807.821452695652,369128.5671092259,262353.39665535523,46141.07088865324,84000.41110498409,7512712.824178155,0,0,351973.55357370095,0,0,10352.163340402967,3845.089240721102,7571868.043266171,958314.5492258748,609298.7566065746,108549.82702651114,0,44957.96650689289,4732.417527041357,71577.81509650052,4436.641431601272,39633.996788971366,0,0,12718.372103923648,n,0.023,1.023,6252.706657603393,488.0305574761399,-24.91,1.16,8037.508669755679,1507.8789683890523,3534.583921645679,2018.1724257512496,27516.139787910924,4542.1724920466595,2949.0871686108167,849.7418812301167,439.7609395546129,8553.844680127253,1232.7947657942734,0.1162,8e-4,30.911,69.978,743.3434422057268,91479.52746553552,5742.046193001061,0.6936137735531128,12.812121212121212,15.931520644511581,0.2715550393447264,0.9637539766702015,0.082
FCNSW_063_2019-07-30_T5_P3,FCNSW_063,FC NSW 1053,2019-07-30,5,3,144.29662,-35.72855,79.43,3.27,0.510002,7.05400085,0.135002136,0.849893451,3.077367306,0.029398875,0.364133745,-17.7098732,-12.40381432,0.547967374,n,0,30,Some large and some coppiced RRG 30%; shea-oak - type shrub; 5% juncus and themeda; litter 50%,2829,3140,1.166,0.166,17,51,32,25,42,34,Silty clay loam,5.56,4.18,0.0617,3802.946901378578,7410.675861819723,197753.23887168607,228810.6385662778,43733.88936585365,65283.92180699893,6972069.31919406,0,0,205676.04491622475,0,3802.946901378578,10458.10397879109,3486.0346595970304,6528392.180699892,862001.2976458111,567272.9127889712,113137.6703160127,0,42783.15264050901,4436.771384941674,61797.8871474019,5070.595868504771,26303.7160678685,0,0,12042.66518769883,n,0.019,1.019,3692.027616755037,348.60346595970304,-27.24,2.86,6053.4897265598265,963.9274412561925,2998.4217561036958,1464.270351074146,26488.14095440085,4553.0865747614,3929.8361993637322,715.929323435843,313.18020360551424,4991.367808059384,1067.9942548038175,0.0783,6e-4,35.749,65.9037,0,51142.745375279825,2587.546468716861,0.6483221793420144,10.59090909090909,19.76495726495726,0.2159968508035321,1.0366772711205372,0.066
FCNSW_064_2019-07-30_T5_P4,FCNSW_064,FC NSW 1054,2019-07-30,5,4,144.29732,-35.72876,78.919998,2.75999,0,5.56973743,-0.209999084,5.333328247,-0.083319426,-0.008850456,0.418297201,-17.08740044,-12.33379459,0.566070139,n,0,30,Mature RRG some juv 10%; Juncus 1%; litter 70%,2829,3140,1.158,0.158,23,44,33,29,39,31,Silty clay loam,5.98,4.58,0.0596,3434.140415694592,14659.721045433724,279726.34658748674,217287.42993849417,39336.51748886532,74926.69997879109,5307307.915164369,0,0,286282.43283563096,0,0,9053.642914103924,3746.3349989395547,4651699.290349947,730535.324793213,496389.387359491,111765.66080169671,0,40273.10123860022,3746.3349989395547,68682.80831389183,4682.918748674443,42458.46332131495,0,0,10926.810413573701,n,0.018,1.018,3221.848099088017,337.17014990456,-24.36,2.83,4958.87248908881,949.9720708278408,2251.3129433524905,1074.3763945428886,5909.61652173913,2987.0090774125133,2571.7718812301164,125.73652173913042,280.91379003181333,4302.041357115588,1285.3050992195124,0.0899,8e-4,33.951,67.5985,289.5006744432664,75980.29706610109,1981.11690349947,0.6656704365851137,9.555555555555555,38.35225318197453,0.2856466657914051,1.0222481442205726,0.079
