CombID,UniqueID,PrelimID,Date,Transect,Plot,Easting,Northing,Height,RHeight,RTHeight,TWI,TPI,Slope,planCurv,proCurv,NDVI,VH,VV,Wet,Inun,UDepth,LDepth,Description,CoreVol,CoreMass,MoisFF,Moisture,Sand,Silt,Clay,MSand,MSilt,MClay,Texture,pHw,pHc,EC,CEC,AvailP,ExCa,ExMg,ExNa,ExK,Al,As,B,Ca,Cd,Co,Cr,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,P,Pb,S,Sb,Se,Zn,Fizz,ADMoisture,MoisFAD,TotOC,TotN,d13C,d15N,MTOC,POC,HOC,ROC,DOC,DTN,NO3,NH4,FAA,WHC,Proteolysis,AAMin_k1,AAMin_k2,AAMin_a,AAMin_b,DON,MBC,MBN,MicY,CN,MicCN,Vuln,BD0_30,bdm,NDVI_mean,NDVI_sem,VH_mean,VH_sem,VV_mean,VV_sem,Wet_mean,Wet_sem,Moisture_mean,Moisture_sem,pHw_mean,pHw_sem,pHc_mean,pHc_sem,EC_mean,EC_sem,AvailP_mean,AvailP_sem,TotOC_mean,TotOC_sem,TotN_mean,TotN_sem,d13C_mean,d13C_sem,d15N_mean,d15N_sem,MTOC_mean,MTOC_sem,POC_mean,POC_sem,HOC_mean,HOC_sem,ROC_mean,ROC_sem,DOC_mean,DOC_sem,DTN_mean,DTN_sem,NO3_mean,NO3_sem,NH4_mean,NH4_sem,FAA_mean,FAA_sem,Proteolysis_mean,Proteolysis_sem,AAMin_k1_mean,AAMin_k1_sem,AAMin_k2_mean,AAMin_k2_sem,AAMin_a_mean,AAMin_a_sem,AAMin_b_mean,AAMin_b_sem,DON_mean,DON_sem,MBC_mean,MBC_sem,MBN_mean,MBN_sem,MicY_mean,MicY_sem,CN_mean,CN_sem,MicCN_mean,MicCN_sem,Vuln_mean,Vuln_sem
FCNSW_016_2019-03-25_T3_P4,FCNSW_016,FC NSW 1034,25/3/19,3,4,144.42597,-35.862151,83.5,7.34,0.599998,5.88073301,0.079368591,0.689953506,-1.712836146,0.005568054,0.399644762,-16.966362,-11.61480141,0.557378232,n,0,30,"Very mature red gum, cherry bush",2829,2840,1.097,0.097,15,59,26,25,45,30,Silty clay loam,5.62,4.69,0.0651,14.28,14.32794,1105.68,772.14,148.92,318.24,24990,0,0,1193.4,0,0,37.74,12.24,21216,3845.4,2550,480.42,0,161.16,18.36,271.32,16.32,128.52,0,0,47.94,n,0.018,1.02,14.5758,1.4382,-27.39,3.75,19.20181571,4.16121079,8.968528907,4.308584412,114.06,13.15,3.836,1.825,1.338,0.715,6.05064,0.1073,0.001,30.521,70.2519,7.489,232.1111111,15.22,0.697130875,10.13475177,15.25040152,0.313412313,0.906511135,0.097,0.353149051,0.042875844,-16.99498672,0.214682436,-11.17273502,0.187119216,0.5179425,0.028761418,0.1432,0.01690976,5.978,0.173879268,4.838,0.05598214,0.07916,0.007629718,16.4668522,1.069517358,18.48503,2.090330014,1.59713,0.065025136,-26.012,1.680846215,3.722,0.077807455,22.48123394,0.964779016,4.93663311,0.237309026,10.24283371,0.374467961,5.01084508,0.275128843,108.382,6.890341356,12.324,1.253349911,1.3614,0.648007377,1.617,0.345186616,1.7794,0.160752481,6.2790312,0.652136265,0.14844,0.011408926,0.00104,2.45E-05,29.2664,0.535148353,71.60152,0.481959359,9.3456,1.289120188,276.1422222,15.84724707,31.332,8.774101891,0.709865793,0.005139619,11.48663621,0.943957166,11.39185537,2.354211392,0.323619915,0.008374385
FCNSW_017_2019-03-27_T4_P1,FCNSW_017,FC NSW 1041,27/3/19,4,1,144.34441,-35.74825,80.510002,4.35,1.200005,5.51209164,0.236251831,2.315444231,0.175042644,-7.19E-04,0.296137333,-18.70361137,-13.6072979,0.508816421,n,0,30,"Mature RRG + saplings, Juncus, litter 75%",2829,3480,1.109,0.109,21,33,46,31,28,41,Silty clay,5.21,4.52,0.2586,22.66,8.59741,1656.24,1269.99,317.24,381.1,45938,0,0,1709.8,0,22.66,51.5,21.63,43672,4593.8,3100.3,1462.6,0,487.19,27.81,402.73,22.66,150.38,0,0,59.74,n,0.03,1.03,15.2337,1.3905,-23.83,4.51,24.61616992,3.428359134,12.41105201,6.381328301,141.9,23.68,8.817,7.296,1.033,0.694,6.94941,0.0729,8.00E-04,35.466,65.6511,7.567,117.9111111,2.78,0.649258137,10.95555556,42.41406875,0.182433469,1.096033934,0.109,0.277212965,0.049454111,-18.7663414,0.315211347,-13.03048382,0.414968246,0.464300984,0.026748833,0.1444,0.010731263,5.59,0.135351395,4.63,0.028284271,0.24768,0.019679619,10.2604044,0.716028406,14.989494,1.6284096,1.428382,0.140021158,-23.248,0.640737076,4.598,0.170862518,27.92973672,1.596608761,4.123716082,0.298480914,13.62001691,0.587823076,6.851874127,0.507437086,143.24,4.260045774,23.852,1.035071978,5.9442,1.213036908,8.0064,1.020989402,1.3656,0.218602973,7.337922,1.157168093,0.08976,0.011234972,8.80E-04,5.83E-05,34.0808,0.846238702,67.12866,0.830662732,9.9014,1.784047382,176.9911111,31.36634715,10.364,3.634855706,0.663270419,0.008295441,10.43682818,0.253575404,22.68332914,5.492651716,0.200899631,0.007559391
FCNSW_018_2019-03-27_T4_P2,FCNSW_018,FC NSW 1042,27/3/19,4,2,144.34441,-35.74903,79.57,3.41,0.260002,6.6422267,-0.118591309,1.536560416,-1.559445858,-0.026031157,0.354838699,-17.45869637,-12.04752541,0.543615878,n,0,30,"Mix mature and juv RRG 30%, 1% juncus, pig disturbance",2829,3430,1.12,0.12,23,25,52,34,30,36,Clay,5.2,4.27,0.0752,21.42,13.57416,1495.32,989.4,181.56,324.36,28662,0,0,1509.6,0,0,38.76,15.3,21216,2988.6,2152.2,549.78,0,159.12,16.32,285.6,19.38,256.02,0,0,51,n,0.024,1.02,25.6734,1.6728,-24.87,3.31,22.69467777,4.156871341,10.76593627,5.211968338,97.36,14.52,9.562,2.337,0.947,0.631,5.91906,0.0864,0.001,30.263,70.7067,2.621,247.3111111,11.48,0.70027642,15.34756098,21.54277971,0.260163735,1.066949452,0.12,0.336617917,0.027948142,-17.95457764,0.17522085,-12.34445877,0.19806444,0.488372392,0.030272397,0.16,0.011979149,5.496,0.124040316,4.4,0.035071356,0.08486,0.004471756,17.6343704,1.498910594,19.8484725,2.636522781,1.410485,0.114406986,-24.612,1.888683139,2.518,0.647660405,25.49050874,1.983367994,4.801369799,0.654828557,12.21322236,0.855379446,5.470395738,0.337431996,89.15,5.451388814,19.044,2.580165886,13.128,1.53914002,1.7178,0.347932953,1.2034,0.115093267,5.9134154,0.625248983,0.09902,0.008654328,8.20E-04,5.83E-05,32.7956,1.162824647,68.46744,1.054908027,4.1982,1.202549849,273.6755556,25.43521775,19.748,6.123886348,0.676182347,0.011121943,14.53503237,0.919301117,18.55918058,4.707921327,0.268161476,0.022319565
FCNSW_019_2019-03-27_T4_P3,FCNSW_019,FC NSW 1043,27/3/19,4,3,144.34407,-35.74957,79.440002,3.28,0.130005,6.15127707,0.06312561,2.136120081,-0.578973353,-0.016373023,0.390087008,-17.11717606,-11.66590691,0.553162456,n,0,30,"Mature RRG, pig disturbance, litter 80%",2829,3310,1.103,0.103,26,27,47,38,29,33,Silty clay,5.24,4.29,0.0614,17.34,18.90876,1319.88,812.94,142.8,263.16,27744,0,0,1285.2,0,0,36.72,13.26,18258,3019.2,1887,345.78,0,141.78,14.28,231.54,17.34,137.7,0,0,45.9,n,0.021,1.02,16.8504,1.4076,-30.57,3.38,22.79093865,4.845525321,9.870606351,4.320946504,83.06,12.17,7.153,2.408,0.947,0.681,5.53554,0.0965,8.00E-04,29.462,71.4405,2.609,239.9555556,13.16,0.708015163,11.97101449,18.23370483,0.341437288,1.049512195,0.103,0.358074886,0.035832578,-17.80249901,0.22083713,-11.60263252,0.249646615,0.492522949,0.03129577,0.1394,0.011805084,5.59,0.142056327,4.44,0.039874804,0.07556,0.007149098,22.688591,1.565669527,17.725664,0.896799729,1.29117,0.030982399,-27.81,0.703142944,2.834,0.319399436,22.06941793,1.847320094,4.27851732,0.586891124,10.12230308,0.62981819,4.678014041,0.375044199,69.868,3.4035884,15.334,3.011223339,10.3802,1.728216636,2.286,0.95648288,0.9728,0.108658824,4.8790878,0.186243521,0.12664,0.009165348,9.60E-04,6.78E-05,29.2566,1.046124543,71.82484,1.07297563,2.6678,0.674532238,251.6577778,43.51542743,17.316,2.136992279,0.710553497,0.010403184,13.77444667,0.837193556,14.48987296,1.73091086,0.285727565,0.025202162
FCNSW_020_2019-03-27_T4_P4,FCNSW_020,FC NSW 1044,27/3/19,4,4,144.34419,-35.75001,79.309998,3.14999,0,6.41605902,0.007492065,0.527038217,-0.417824209,-0.011131082,0.322068959,-17.62003708,-12.65488815,0.539105892,n,0,30,"60% mature RRG, disturbance by pigs, 40% litter",2829,3810,1.104,0.104,21,31,49,31,32,37,Silty clay,5.21,4.22,0.0597,17.34,17.3757,1281.12,765,134.64,273.36,27846,0,0,1173,0,0,38.76,14.28,18360,3202.8,1887,387.6,0,139.74,16.32,244.8,18.36,136.68,0,0,46.92,n,0.021,1.02,10.2102,1.224,-28.12,3.05,16.89119446,3.302929547,7.691124253,3.428235009,77.44,13.51,5.59,3.413,1.05,0.637,5.23566,0.1053,8.00E-04,33.84,67.6345,4.507,145.5333333,6.88,0.666517204,8.341666667,21.15310078,0.297043154,1.206702015,0.104,0.327587026,0.032121421,-17.89921875,0.197265162,-11.99840546,0.354545293,0.490147424,0.02946119,0.1516,0.021814216,5.514,0.157594416,4.34,0.034351128,0.07426,0.00430007,26.344829,3.010345553,10.535948,0.436814272,1.27251,0.055694097,-25.394,2.119348013,3.246,0.107266024,18.24429998,0.552419406,3.439911487,0.132903386,8.67051711,0.296349835,3.621132232,0.102864421,64.122,8.460679878,14.264,1.4578052,8.7196,1.73079937,2.0068,0.63733299,0.875,0.070587534,4.866056,0.472960172,0.1137,0.008360323,8.20E-04,3.74E-05,32.5022,1.157265328,68.86608,1.002256401,3.5376,0.763803875,194.8533333,18.25147733,11.128,1.761392631,0.679432509,0.010947351,8.285396441,0.112155385,18.57073824,1.940735758,0.279981613,0.00782952
FCNSW_021_2019-03-27_T5_P1,FCNSW_021,FC NSW 1051,27/3/19,5,1,144.29449,-35.72734,80.019997,3.85999,1.099998,6.9005394,0.04964447,0.495429456,1.667062998,0.008091221,0.213511005,-20.73360252,-14.29926205,0.452071577,n,0,30,"RRG 20%, litter 50%",2829,4290,1.042,0.042,31,47,22,38,41,21,Silty loam,5.84,4.74,0.0659,7.07,3.02798,670.64,572.67,177.76,129.28,16059,0,0,773.66,0,0,25.25,0,18685,2424,1616,611.05,0,183.82,12.12,189.88,12.12,43.43,0,0,31.31,n,0.011,1.01,7.0094,0.7373,-29.94,3.66,9.39653523,1.44643114,4.767112478,2.579213363,37.97,8.74,7.553,0.525,0.497,0.461,5.60247,0.1164,9.00E-04,29.364,71.4312,0.662,136.8,6.22,0.708676604,9.506849315,21.99356913,0.196891776,1.452746554,0.042,0.2891902,0.06690647,-19.98160667,0.411047594,-13.84647999,0.556569409,0.42447325,0.034599002,0.0934,0.01607047,6.24,0.151888117,4.836,0.044226689,0.07264,0.004253892,6.1600414,1.256668893,8.809536,1.107969183,0.803178,0.050167958,-26.228,1.465832187,4.162,0.312416389,11.25122379,0.614039634,1.828089837,0.145459124,5.600509335,0.283907693,2.944175444,0.129955955,58.384,9.236544592,7.3,1.039437348,2.4332,1.421319331,0.6958,0.268883134,0.617,0.114328037,4.418376,0.36447735,0.13742,0.013817974,0.001,4.47E-05,29.816,0.943319458,71.1251,0.753223303,4.171,1.049829891,143.5688889,19.99976741,13.368,3.352847148,0.704686453,0.008791834,11.00540884,1.338618531,12.790846,2.519162825,0.212930825,0.008849604
FCNSW_022_2019-03-27_T5_P2,FCNSW_022,FC NSW 1052,27/3/19,5,2,144.29568,-35.72802,79.650002,3.49,0.730003,6.4532814,-0.04750061,2.603435516,0.128039688,0.007770457,0.255378217,-18.47294617,-13.24221706,0.515264273,n,0,30,"Juv RRG, coppiced, 25%; Themeda; woody debris 10%; juncus 1%; litter 70%",2829,2970,1.082,0.082,18,50,33,27,41,32,Silty clay loam,5.4,4.42,0.0621,17.34,13.31406,1272.96,904.74,159.12,289.68,25908,0,0,1213.8,0,0,35.7,13.26,26112,3304.8,2101.2,374.34,0,155.04,16.32,246.84,15.3,136.68,0,0,43.86,n,0.021,1.02,19.8084,1.6014,-25.94,1.27,14.17960311,2.41198737,7.007359976,3.451722767,108.55,14.03,8.23,2.322,0.962,0.661,6.2883,0.0959,8.00E-04,30.632,70.3151,3.478,288.3777778,9.72,0.696553938,12.36942675,29.66849566,0.23061175,0.963753977,0.082,0.306991464,0.041880055,-18.74244156,0.332058495,-13.06732158,0.251174056,0.465144599,0.026123183,0.1252,0.01635665,5.644,0.154421501,4.412,0.065222695,0.07242,0.00711986,15.2880312,0.901220888,19.353576,0.964486171,1.40573,0.124091543,-25.396,0.510721059,1.384,0.120855285,22.77776131,2.416703024,3.975762083,0.486970354,10.41358687,0.959968199,5.691586573,0.606193083,101.678,4.898274594,17.646,1.282156777,8.6876,0.695618114,2.7656,0.610326847,1.237,0.157924349,5.5505782,0.630084173,0.10594,0.005934021,8.00E-04,3.16E-05,30.8336,0.536019085,70.09582,0.403647109,6.1928,1.434467128,287.8844444,27.42726894,18.96,4.586728682,0.694529195,0.004895973,14.31106418,1.810946832,18.50732699,4.25456994,0.24456338,0.009023101
FCNSW_023_2019-03-27_T5_P3,FCNSW_023,FC NSW 1053,27/3/19,5,3,144.29662,-35.72855,79.43,3.27,0.510002,7.05400085,0.135002136,0.849893451,3.077367306,0.029398875,0.25652951,-18.13647842,-12.15582371,0.524669647,n,0,30,Some large and some coppiced RRG 30%; shea-oak - type shrub; 5% juncus and themeda; litter 50%,2829,3140,1.066,0.066,17,51,32,25,42,34,Silty clay loam,5.13,4.03,0.0524,12.24,8.41398,636.48,736.44,140.76,210.12,22440,0,0,661.98,0,12.24,33.66,11.22,21012,2774.4,1825.8,364.14,0,137.7,14.28,198.9,16.32,84.66,0,0,38.76,n,0.018,1.02,17.7378,0.9792,-27.11,2.73,17.64772838,2.948251009,8.38506091,4.40353576,89.28,13.48,9.52,2.288,0.623,0.661,5.02758,NA,NA,NA,NA,1.672,162.0444444,8.32,0.789741592,18.11458333,19.47649573,0.230537493,1.036677271,0.066,0.271231398,0.031834811,-18.43068619,0.335804323,-12.37742291,0.253430187,0.472094124,0.035440997,0.1094,0.01726731,5.424,0.152924818,4.134,0.036823905,0.06074,0.002185086,14.5601166,2.809137079,14.192356,1.081658184,1.147852,0.073843759,-26.538,0.291880112,2.924,0.109206227,18.27716385,0.374247331,3.22918598,0.131674679,8.768328076,0.224972701,4.233947671,0.149397166,88.546,5.988006847,17.924,2.105883663,11.8526,1.235533229,2.4826,0.216922936,0.9122,0.097257082,4.6574806,0.625909646,0.083925,0.00455492,6.25E-04,2.50E-05,33.7075,1.255361469,67.550275,1.076750466,3.6484,1.31143603,184.1733333,9.997761237,10.332,1.647757264,0.691688031,0.026168263,12.70433378,1.623818089,19.28767647,2.767439456,0.249132464,0.012440627
FCNSW_024_2019-03-27_T5_P4,FCNSW_024,FC NSW 1054,27/3/19,5,4,144.29732,-35.72876,78.919998,2.75999,0,5.56973743,-0.209999084,5.333328247,-0.083319426,-0.008850456,0.30462864,-18.13647842,-11.95202255,0.524669647,n,0,30,Mature RRG some juv 10%; Juncus 1%; litter 70%,2829,3140,1.079,0.079,23,44,33,29,39,31,Silty clay loam,5.3,4.4,0.0802,11.22,19.72374,913.92,709.92,128.52,244.8,17340,0,0,935.34,0,0,29.58,12.24,15198,2386.8,1621.8,365.16,0,131.58,12.24,224.4,15.3,138.72,0,0,35.7,n,0.017,1.02,17.4726,1.6626,-26.81,2.57,23.18753437,5.246721429,9.818845014,4.983133034,86.6,16.16,13.66,1.537,1.021,0.659,7.20324,0.0866,9.00E-04,31.377,69.4316,0.963,287.8444444,10.66,0.688746793,10.50920245,27.0022931,0.35446083,1.022248144,0.079,0.309634238,0.036619006,-17.9764328,0.238053098,-12.27480888,0.133711861,0.487255585,0.032107752,0.1192,0.012943724,5.762,0.162646857,4.518,0.03720215,0.06706,0.005850265,25.0068144,5.811977482,16.501918,2.384639094,1.33433,0.110708937,-24.364,1.592233023,2.766,0.084297094,18.9321527,1.727842355,3.799278467,0.444870296,8.473276431,0.658688038,4.164044233,0.376335061,74.314,14.62003782,13.606,1.247716314,8.9806,1.244326388,1.3346,0.437672777,0.9716,0.110567898,5.900371,0.72164883,0.11466,0.011230966,8.80E-04,2.00E-05,31.1352,0.852982673,69.93628,0.715174646,3.2908,1.022359203,277.9644444,33.02384443,14.336,3.847432391,0.691993219,0.007999412,12.29808511,1.399506853,22.97540061,4.519453065,0.298065767,0.014144765
FCNSW_025_2019-03-28_T6_P1,FCNSW_025,FC NSW 1061,28/3/19,6,1,144.274284,-35.696733,79.400002,3.24,1.459999,5.40152121,-0.073753357,1.771710634,1.685418725,0.035678454,0.195973948,-17.95396996,-13.13771057,0.529771388,n,0,30,"Recently thinned RRG 10%, themeda 5%, chenopod 5%; juncus 2%; litter 80%",2829,3630,1.146,0.146,17,22,60,28,27,45,Clay,5.69,4.64,0.1273,29.87,5.44973,2422.56,1791.17,465.56,502.64,43672,0,0,2152.7,0,18.54,50.47,22.66,44496,3234.2,2997.3,1163.9,0,548.99,28.84,299.73,22.66,149.35,0,0,54.59,n,0.033,1.03,25.6161,1.4832,-21.73,5.45,25.32437022,2.581972252,13.31013578,7.698204525,216.07,14.54,3.73,3.31,0.852,0.726,5.63101,0.0844,8.00E-04,33.395,67.9953,7.5,189.5777778,7.18,0.670629242,17.27083333,26.40359022,0.122902248,1.095800636,0.146,0.223225638,0.017244901,-18.38452416,0.187597816,-12.6033699,0.266956777,0.475317294,0.029276197,0.1996,0.025437374,6.132,0.157714933,4.852,0.062481997,0.11736,0.008663175,9.721936,1.559650464,21.570166,1.67244689,1.71089,0.13334081,-23.796,2.140580762,4.07,0.515858508,37.22307136,3.397876001,4.839314262,0.689611961,17.92613922,1.301252534,10.66081835,0.897254255,145.4,19.73295948,15.682,3.497431057,2.111,0.504872063,4.4036,1.987615219,1.2658,0.188478222,7.8703448,1.589642245,0.12574,0.011289003,9.60E-04,5.10E-05,30.8708,1.35355308,70.26576,1.200421877,9.1674,1.649576055,348.6133334,47.02217108,20.684,4.595791118,0.694840496,0.012963052,12.76831586,1.128187277,20.41383892,4.788888063,0.166727624,0.016215691
FCNSW_026_2019-03-28_T6_P2,FCNSW_026,FC NSW 1062,28/3/19,6,2,144.274252,-35.6966,78.470001,2.31,0.529999,4.65716457,0.086250305,8.780653,-0.015686646,0.002873365,0.27865082,-17.53988838,-12.84466743,0.541346312,m,0,30,"RRG 15%; themeda 1%, thistle; litter 50%",2829,3470,1.128,0.128,25,25,50,31,31,38,Silty clay,5.57,4.6,0.08,19.57,14.56832,1625.34,1171.11,199.82,420.24,29561,0,0,1689.2,0,0,38.11,16.48,24926,2976.7,2235.1,436.72,0,234.84,17.51,283.25,19.57,132.87,0,0,48.41,n,0.025,1.03,20.2292,1.7613,-26.85,2.79,31.25246286,5.298784696,15.48165577,7.261856254,140.48,24.54,16.368,6.422,1.225,0.709,5.74122,0.115,9.00E-04,33.302,68.1123,1.75,394.5111111,18.92,0.671624219,11.48538012,20.85153864,0.232980056,1.069579357,0.128,0.279923451,0.031416772,-17.91226311,0.148747346,-12.12374802,0.224591409,0.489253104,0.02967049,0.218,0.045573018,5.878,0.174968569,4.642,0.057913729,0.08008,0.006105932,19.5733656,2.529887211,20.58334,2.740895747,1.653602,0.10322934,-24.418,1.480707263,2.93,0.177988764,30.91886275,1.39186309,4.926760097,0.282882791,15.61267428,0.607467437,7.440687798,0.340471526,109.668,13.1445553,18.232,1.689708259,11.8848,1.615831408,3.1978,0.959884753,1.1972,0.075716841,6.353607,0.784878191,0.12496,0.005073618,9.00E-04,0,32.1344,1.242998656,69.1127,1.061235272,3.2334,1.130603096,279.7422222,29.77392148,17.304,2.989109566,0.682698566,0.01170704,12.28268161,0.92901581,17.32813694,2.071394015,0.213439536,0.006969801
FCNSW_027_2019-03-28_T6_P3,FCNSW_027,FC NSW 1063,28/3/19,6,3,144.274289,-35.696551,78.050003,1.89,0.110001,4.87607479,-0.135780334,6.351511955,-0.048354521,-0.01558402,0.27865082,-17.53988838,-12.84466743,0.541346312,y,0,30,"Disturbed by logging, RRG ~5m; litter 80%",2829,3820,1.099,0.099,28,25,47,34,28,38,Silty clay,5.79,4.73,0.0683,19.38,25.72338,1666.68,997.56,187.68,330.48,23154,0,0,1530,0,0,31.62,15.3,17136,2550,1815.6,445.74,0,187.68,14.28,248.88,17.34,124.44,0,0,42.84,n,0.019,1.02,18.8802,1.3566,-28.71,3.26,19.15327334,4.206803742,9.435431736,3.458509949,71.96,10.1,7.666,1.716,0.504,0.596,6.25566,0.1522,9.00E-04,33.116,68.5572,0.718,255.5777778,10.24,0.674289783,13.91729323,24.95876736,0.326262042,1.216620714,0.099,0.279923451,0.031416772,-17.91226311,0.148747346,-12.12374802,0.224591409,0.489253104,0.02967049,0.1946,0.044771196,6.2,0.202682017,4.872,0.085930204,0.06502,0.004386046,27.7469678,0.902273376,13.98422,1.570284341,1.28293,0.045030245,-27.49,0.586216683,2.944,0.117029911,20.57260074,1.596461925,4.132753904,0.425458746,10.5529157,0.737240351,3.878417042,0.296849871,71.948,16.19544115,8.988,0.954989005,5.2012,1.501971717,1.592,0.596275524,0.6326,0.074169805,4.660661,0.428043199,0.16092,0.006206561,8.40E-04,4.00E-05,32.9184,1.463982261,68.68104,1.23177665,2.2134,0.782991034,201.6844445,43.43770303,12.58,1.718382961,0.676123083,0.013653748,10.82251293,0.980887049,17.08317804,3.672700487,0.284526279,0.015461321
