CombID,UniqueID,PrelimID,Date,Transect,Plot,Easting,Northing,Height,RHeight,RTHeight,TWI,TPI,Slope,planCurv,proCurv,NDVI,VH,VV,Wet,Inun,UDepth,LDepth,Description,CoreVol,CoreMass,MoisFF,Moisture,Sand,Silt,Clay,MSand,MSilt,MClay,Texture,pHw,pHc,EC,CEC,AvailP,ExCa,ExMg,ExNa,ExK,Al,As,B,Ca,Cd,Co,Cr,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,P,Pb,S,Sb,Se,Zn,Fizz,ADMoisture,MoisFAD,TotOC,TotN,d13C,d15N,MTOC,POC,HOC,ROC,DOC,DTN,NO3,NH4,FAA,WHC,Proteolysis,AAMin_k1,AAMin_k2,AAMin_a,AAMin_b,DON,MBC,MBN,MicY,CN,MicCN,Vuln,BD0_30,bdm,TotalPLFA,Bac,Fun,Gpos,Gneg,Act,F_B,Gp_Gn,Act_Gp
FCNSW_182_2020-10-14_T5_P2,FCNSW_182,FC NSW 1052,14/10/20,5,2,144.29568,-35.72802,79.650002,3.49,0.730003,6.4532814,-0.04750061,2.603435516,0.128039688,0.007770457,0.356112838,-17.74343491,-12.53979492,0.420821935,n,0,30,"Juv RRG, coppiced, 25%; Themeda; woody debris 10%; juncus 1%; litter 70%",2829,2970,1.129,0.129,18,50,33,27,41,32,Silty clay loam,5.48,4.28,0.053,17.357,15.904117,1274.208,905.627,159.276,289.964,25933.4,0,0,1214.99,0,0,35.735,13.273,26137.6,3308.04,2103.26,374.707,0,155.192,16.336,247.082,15.315,136.814,0,0,43.903,n,0.021,1.021,16.52999,1.33751,-27.13,1.44,20.9810867,3.415189791,9.609762971,5.536747106,93.88,18.16,6.21,1.48,1.02,29.52732,5.312263,0.1002,8.00E-04,29.408,71.2364,10.47,187.6,16.26,0.707802918,12.35877863,11.53751538,0.225477009,0.963753977,0.082,450.1491305,291.7128215,40.90323306,131.4653379,50.9652644,11.33592596,0.140217467,131.6877624,0.086227489
FCNSW_183_2020-10-14_T5_P3,FCNSW_183,FC NSW 1053,14/10/20,5,3,144.29662,-35.72855,79.43,3.27,0.510002,7.05400085,0.135002136,0.849893451,3.077367306,0.029398875,0.314303845,-18.01228714,-11.54265213,0.411062509,n,0,30,Some large and some coppiced RRG 30%; shea-oak - type shrub; 5% juncus and themeda; litter 50%,2829,3140,1.12,0.12,17,51,32,25,42,34,Silty clay loam,5.19,4.14,0.065,12.252,15.960272,637.104,737.162,140.898,210.326,22462,0,0,662.629,0,12.252,33.693,11.231,21032.6,2777.12,1827.59,364.497,0,137.835,14.294,199.095,16.336,84.743,0,0,38.798,n,0.021,1.021,14.15106,1.38856,-26.49,3.1,18.70422714,3.635487262,8.697994402,4.203606968,97.41,25.55,16.05,2.1,1.14,16.08075,5.501148,0.0936,7.00E-04,30.518,70.293,7.4,181.1333333,11.22,0.697275099,10.19117647,16.14379085,0.281785738,1.036677271,0.066,593.3906115,323.3512552,60.46441621,143.8605219,49.93662519,11.45006746,0.186992984,144.0898138,0.07959145
FCNSW_184_2020-10-14_T5_P4,FCNSW_184,FC NSW 1054,14/10/20,5,4,144.29732,-35.72876,78.919998,2.75999,0,5.56973743,-0.209999084,5.333328247,-0.083319426,-0.008850456,0.34966591,-17.96431923,-11.99272251,0.412803769,n,0,30,Mature RRG some juv 10%; Juncus 1%; litter 70%,2829,3140,1.114,0.114,23,44,33,29,39,31,Silty clay loam,5.63,4.48,0.055,11.209,20.615389,913.024,709.224,128.394,244.56,17323,0,0,934.423,0,0,29.551,12.228,15183.1,2384.46,1620.21,364.802,0,131.451,12.228,224.18,15.285,138.584,0,0,35.665,n,0.019,1.019,11.87135,1.18204,-20.64,2.94,15.79566756,3.068372006,7.22959306,3.578712395,106.54,12.02,7.04,0.78,0.71,14.04182,5.923447,0.1431,9.00E-04,28.782,71.8023,4.2,178.1111111,11.44,0.713851963,10.04310345,15.56915307,0.283890201,1.022248144,0.079,470.7829511,224.7345647,97.57874087,111.0806059,7.825675584,9.46695454,0.434195519,112.2903359,0.085225989
FCNSW_185_2020-10-14_T6_P1,FCNSW_185,FC NSW 1061,14/10/20,6,1,144.274284,-35.696733,79.400002,3.24,1.459999,5.40152121,-0.073753357,1.771710634,1.685418725,0.035678454,0.232165471,-18.28927612,-12.0660553,0.401007742,n,0,30,"Recently thinned RRG 10%, themeda 5%, chenopod 5%; juncus 2%; litter 80%",2829,3630,1.198,0.198,17,22,60,28,27,45,Clay,6,4.78,0.097,30.073,10.150156,2439.024,1803.343,468.724,506.056,43968.8,0,0,2167.33,0,18.666,50.813,22.814,44798.4,3256.18,3017.67,1171.81,0,552.721,29.036,301.767,22.814,150.365,0,0,54.961,n,0.037,1.037,16.39497,1.39995,-31.45,2.26,34.69012127,4.789568744,16.76304907,9.548764417,160.94,15.1,2.32,2.14,1.23,31.45221,6.21163,0.1346,0.0011,26.008,74.4326,10.64,334.7555556,23.92,0.741060886,11.71111111,13.99479747,0.182031115,1.095800636,0.146,739.0205321,436.3223835,102.279876,194.8995706,31.70021837,26.59207038,0.234413543,195.7384314,0.136439861
FCNSW_186_2020-10-14_T6_P2,FCNSW_186,FC NSW 1062,14/10/20,6,2,144.274252,-35.6966,78.470001,2.31,0.529999,4.65716457,0.086250305,8.780653,-0.015686646,0.002873365,0.16018483,-17.78653908,-12.0660553,0.419257224,m,0,30,"RRG 15%; themeda 1%, thistle; litter 50%",2829,3470,1.174,0.174,25,25,50,31,31,38,Silty clay,5.73,4.53,0.057,19.57,16.98985,1625.34,1171.11,199.82,420.24,29561,0,0,1689.2,0,0,38.11,16.48,24926,2976.7,2235.1,436.72,0,234.84,17.51,283.25,19.57,132.87,0,0,48.41,n,0.03,1.03,14.6157,1.3081,-26.11,2.43,25.81490378,3.973329613,13.36083184,6.222720411,130.51,15.83,7.74,1.38,0.94,28.3147,5.09335,0.1189,9.00E-04,27.928,72.8284,6.71,229.0444444,13.12,0.722816615,11.17322835,17.45765583,0.202891159,1.069579357,0.128,652.2238203,408.7071112,74.94009239,193.0881448,28.25641061,28.18449455,0.183358915,194.0855997,0.145966986
FCNSW_187_2020-10-14_T6_P3,FCNSW_187,FC NSW 1063,14/10/20,6,3,144.274289,-35.696551,78.050003,1.89,0.110001,4.87607479,-0.135780334,6.351511955,-0.048354521,-0.01558402,0.16018483,-17.78653908,-12.0660553,0.419257224,y,0,30,"Disturbed by logging, RRG ~5m; litter 80%",2829,3820,1.142,0.142,28,25,47,34,28,38,Silty clay,6.01,4.79,0.05,19.437,30.77184,1671.582,1000.494,188.232,331.452,23222.1,0,0,1534.5,0,0,31.713,15.345,17186.4,2557.5,1820.94,447.051,0,188.232,14.322,249.612,17.391,124.806,0,0,42.966,n,0.023,1.023,13.07394,1.26852,-25.92,2.73,19.08635412,3.720748858,9.998294864,3.755497251,133.5,7.31,3.1,0.7,0.44,17.15571,4.252611,0.1701,9.00E-04,28.792,72.1723,3.51,108.5777778,8.62,0.714829895,10.30645161,12.5960299,0.270525309,1.216620714,0.099,617.5832302,355.423277,55.38543041,140.2160382,61.65519888,13.67483708,0.155829497,140.4378335,0.097526911
FCNSW_188_2020-10-14_T6_P4,FCNSW_188,FC NSW 1064,14/10/20,6,4,144.274307,-35.696518,77.940002,1.78,0,5.07879019,-0.135002136,4.549187183,-0.347103149,-0.007517815,0.16018483,-17.78653908,-12.0660553,0.419257224,y,0,30,"Mature and juv RRG 15%; 70% litter, surface self-mulching",2829,3710,1.16,0.16,21,21,58,31,27,42,Clay,5.77,4.64,0.061,19.532,60.30762,2097.12,1191.452,195.32,481.104,30120.4,0,0,1788.72,0,0,39.064,18.504,21793.6,3351.28,2158.8,533.532,0,196.348,17.476,412.228,21.588,142.892,0,0,57.568,n,0.028,1.028,12.2332,1.36724,-25.26,2.24,19.60059186,3.831595245,10.30033626,3.706870259,85.07,13.24,10.99,0.71,0.46,18.05168,4.221996,0.1294,8.00E-04,29.045,71.646,1.54,200.6444444,10.64,0.711543236,8.947368421,18.85756057,0.273544567,1.156670201,0.118,845.6564164,516.2489945,75.52642769,210.3480636,87.2002816,19.70045337,0.14629845,210.5739855,0.093656452
FCNSW_189_2020-10-15_T7_P1,FCNSW_189,FC NSW 1071,15/10/20,7,1,144.239511,-35.678113,78.860001,2.7,1.18,6.91645908,0.021240234,0.833409607,-0.138664544,4.51E-05,0.341399252,-17.09169579,-12.2323122,0.444480211,n,0,30,"Mature and Juv RRG, forbs, shrub 30%, juncus 1%, thatch of litter, 100%",2829,3440,1.098,0.098,26,50,25,36,43,21,Silty loam,6.18,5.03,0.105,14.224,10.138664,1391.92,725.424,186.944,274.32,15646.4,0,0,1686.56,0,0,26.416,11.176,25908,2519.68,1666.24,767.08,0,197.104,14.224,269.24,14.224,110.744,0,0,32.512,n,0.016,1.016,13.85824,1.31064,-20.7,2.01,18.7598905,2.942833152,8.501593942,5.941568058,107.12,7.45,0.45,0.57,0.6,21.1328,3.482848,0.1491,0.0011,28.306,72.1926,6.43,109.9111111,15.8,0.718344335,10.57364341,6.956399437,0.203752693,1.150314599,0.054,454.5994024,256.9210778,52.9418074,89.59185132,41.69088207,12.50329418,0.20606253,89.89175608,0.139558386
FCNSW_190_2020-10-15_T7_P2,FCNSW_190,FC NSW 1072,15/10/20,7,2,144.238774,-35.677261,78.330002,2.17,0.650002,6.62188911,-0.02015686,0.600877225,1.280064821,0.011195613,0.135504201,-17.31000519,-11.83112907,0.436555535,n,0,30,"Recently thinned RRG 15%, juncus 15%, harvest disturbance",2829,3100,1.124,0.124,27,39,35,33,34,32,Silty clay loam,5.63,4.44,0.051,13.247,14.759196,986.392,822.333,136.546,317.928,19259.1,0,0,898.758,0,0,28.532,11.209,19564.8,2404.84,1620.21,523.766,0,110.052,12.228,240.484,15.285,105.976,0,0,35.665,n,0.019,1.019,13.59346,1.34508,-20.27,2.14,17.65548507,3.702923889,8.166464928,3.351998436,110.31,15.4,3.82,2.79,0.96,18.83112,5.632013,0.1065,8.00E-04,29.636,70.9877,8.79,283.0888889,15.74,0.70547694,10.10606061,17.98531696,0.321477247,0.999363733,0.088,600.7362067,311.412291,66.47899138,143.9189858,18.57085545,19.98483875,0.213475811,144.9951257,0.138861726
FCNSW_191_2020-10-15_T7_P3,FCNSW_191,FC NSW 1073,15/10/20,7,3,144.238588,-35.676544,78.209999,2.05,0.529999,7.89242125,0.003746033,0.897553921,0.231871322,0.010139047,0.103337452,-17.26211929,-12.49116135,0.438293785,n,0,30,"Recently thinned RRG 20%, juncus 1%, themeda 3%, harvest disturbance; thatch of litter 100%",2829,3100,1.102,0.102,37,31,32,41,32,27,Silty clay loam,5.58,4.53,0.06,15.255,14.997699,1348.542,676.305,122.04,278.658,37120.5,0,12.204,1179.72,0,0,41.697,0,17594.1,5959.62,2145.87,392.562,0,165.771,14.238,224.757,13.221,150.516,0,0,37.629,n,0.017,1.017,12.75318,1.27125,-26.36,2.21,19.83516551,4.088669245,8.974866949,4.229691749,92.99,21.76,16.73,2.44,0.89,14.67531,5.291451,0.1187,0.001,27.767,73.0219,2.59,255.2444444,32.54,0.724503393,10.032,7.844021034,0.309640734,1.014704843,0.074,751.6012878,432.3895669,83.7637574,168.9216743,78.53858889,27.22412669,0.193722892,169.2683081,0.161164201
FCNSW_192_2020-10-15_T7_P4,FCNSW_192,FC NSW 1074,15/10/20,7,4,144.237507,-35.675924,77.68,1.52,0,6.50819778,0.01474762,1.572275162,-0.655814588,-0.001909524,0.255060732,-17.44130516,-11.6391077,0.431789309,n,0,30,Recently thinned RRG 5% coverage from coppiced remaining stand; litter 80%,2829,3150,1.114,0.114,35,40,25,40,34,26,Silty loam,5.74,4.66,0.06,21.378,18.811622,1193.096,685.114,120.124,272.824,33288.6,0,0,1241.96,0,0,39.702,11.198,16695.2,5069.64,2056.36,402.11,0,171.024,14.252,212.762,14.252,156.772,0,0,36.648,n,0.018,1.018,14.79154,1.24196,-23.14,3.46,22.14331181,4.940658675,10.16041649,4.702414322,82.62,14.09,11.16,0.87,0.6,16.16584,4.578964,0.1161,9.00E-04,29.873,71.0762,2.06,156.4,14.74,0.704078883,11.90983607,10.61058345,0.33241707,1.03552492,0.07,466.2508718,328.6545462,46.19273472,123.0875471,50.16574433,22.25595496,0.140551029,123.5311956,0.180814026
FCNSW_193_2020-10-15_T8_P1,FCNSW_193,FC NSW 1081,15/10/20,8,1,144.232062,-35.59318,77.18,1.02,1.019997,6.83653593,0.13999939,2.793794394,0.142957643,0.012658071,0.49259463,-18.13417244,-11.75985146,0.406638056,n,0,30,"Recently thinned RRG 15%, 95% litter, appears to be perched vertosol (black)",2829,3400,1.16,0.16,23,27,50,30,31,38,Silty clay,6.69,5.64,0.238,21.63,20.44138,2494.66,1489.38,541.78,554.14,63963,0,19.57,3120.9,0,16.48,57.68,22.66,38316,9877.7,4593.8,1246.3,0,889.92,28.84,382.13,16.48,168.92,0,0,63.86,n,0.03,1.03,16.6345,1.2978,-20.35,4.03,26.99229018,3.755107713,12.91866507,8.042958908,109.86,11.68,2.56,1.35,0.67,22.3922,5.34673,0.1554,0.001,27.939,72.7257,7.77,281.8444444,16.46,0.722454843,12.81746032,17.12299176,0.179142022,1.081654295,0.1,468.5369139,270.2845698,93.05039989,111.4358911,53.35442606,7.81729012,0.344268265,111.5824074,0.07015056
FCNSW_194_2020-10-15_T8_P2,FCNSW_194,FC NSW 1082,15/10/20,8,2,144.231292,-35.593209,76.559998,0.39999,0.399994,5.85486651,-0.003753662,1.333363891,-0.833237946,0.004444208,0.366850466,-17.42126083,-11.28291035,0.432516932,n,0,30,Old RRG with some coppiced 15%; Juncus 10%; litter 90%,2829,3230,1.13,0.13,28,33,39,32,34,34,Silty clay loam,6.19,5.02,0.075,20.46,14.151159,1557.006,998.448,218.922,411.246,46137.3,0,13.299,1319.67,0,0,46.035,14.322,25063.5,7744.11,3058.77,423.522,0,324.291,18.414,217.899,15.345,142.197,0,0,46.035,n,0.023,1.023,21.72852,1.76979,-24.78,4.06,23.25803416,4.805999126,10.28690335,5.153690408,121.68,20.83,8.45,3.74,1.28,27.79491,6.247461,0.1477,0.0011,27.735,72.8759,8.64,449.2444444,33.82,0.724334043,12.27745665,13.28339576,0.311257404,1.016154118,0.11,404.1529279,247.5624634,60.31595351,123.7940857,8.716587299,11.89784661,0.243639333,125.1590519,0.096109976
FCNSW_195_2020-10-15_T8_P3,FCNSW_195,FC NSW 1083,15/10/20,8,3,144.230001,-35.592745,76.260002,0.1,0.099998,6.4437232,0.089996338,1.201825023,-0.682665169,-0.002905871,0.355537713,-18.53835106,-12.17677021,0.391966254,n,0,30,Mature RRG recently thinned; litter 100%,2829,3210,1.106,0.106,32,34,34,38,33,29,Silty clay loam,5.42,4.41,0.067,15.255,20.823075,1212.264,583.758,124.074,341.712,39866.4,0,12.204,1189.89,0,0,41.697,13.221,20645.1,6752.88,2511.99,433.242,0,203.4,16.272,272.556,14.238,139.329,0,0,42.714,n,0.017,1.017,10.38357,1.13904,-27.96,4.1,15.86712856,2.715024017,7.449249812,3.583848982,84.69,18.77,12.43,2.07,0.76,17.06526,4.943637,0.115,0.001,28.489,72.2445,4.27,189.1777778,10.18,0.717184452,9.116071429,18.58327876,0.246079915,1.040498409,0.083,536.4490029,322.3392375,90.75904736,145.6499399,55.34702948,10.11069574,0.281563759,145.8326181,0.069417782
FCNSW_196_2020-10-15_T8_P4,FCNSW_196,FC NSW 1084,15/10/20,8,4,144.229216,-35.592304,76.160004,0,0,6.72196484,0.050994873,0.849893451,-0.636374235,-0.019034863,0.065152273,-16.75576973,-10.97130013,0.456674427,n,0,30,"V large RRG stumps, mature and juv RRG 40%; litter 90%; self-mulching",2829,3250,1.107,0.107,33,35,32,44,32,25,Silty clay loam,5.46,4.43,0.056,16.272,18.687375,1324.134,684.441,136.278,309.168,37730.7,0,10.17,1250.91,0,0,39.663,13.221,18611.1,6091.83,2379.78,374.256,0,192.213,16.272,255.267,14.238,142.38,0,0,39.663,n,0.017,1.017,12.04128,1.18989,-22.83,2.56,16.60019433,2.861265712,7.916990307,4.150199146,76.91,12.4,6.96,1.19,0.72,19.46538,3.98664,0.113,9.00E-04,30.304,70.2977,4.25,190.6888889,13.04,0.698772486,10.11965812,14.62338105,0.237111195,1.046571227,0.089,507.1774845,268.8111644,73.01284431,125.6060277,42.13004465,9.137437404,0.271613884,125.8229142,0.072746807
FCNSW_197_2020-10-13_T9_P1,FCNSW_197,FC NSW 1091,13/10/20,9,1,144.423864,-35.825089,82.18,6.02,1.050003,6.52480793,-0.01865387,0.948195279,0.485974818,-0.001828948,0.336017191,-17.53090096,-11.50438499,0.428536952,n,0,30,"River red gum 50% coverage, thick litter, Juncus",2829,2950,1.157,0.157,24,39,37,26,39,35,Silty clay loam,5.4,4.2,0.051,11.209,9.454282,805.01,595.096,124.318,238.446,42084.7,0,13.247,947.67,0,0,48.912,13.247,26494,6837.49,2914.34,468.74,0,196.667,20.38,215.009,16.304,119.223,0,0,49.931,n,0.019,1.019,11.44337,1.17185,-26.23,2.28,15.72155415,2.727436428,7.767456315,3.221735483,120.39,13.38,0.43,1.1,1.73,16.90521,5.144931,0.1121,8.00E-04,29.797,70.8846,11.85,207,23.42,0.704047214,9.765217391,8.838599488,0.248192631,0.925980912,0.112,495.8377104,289.1467268,62.54408918,156.6667384,14.04496478,13.45049275,0.216305714,157.6244121,0.08585417
FCNSW_198_2020-10-13_T9_P2,FCNSW_198,FC NSW 1092,13/10/20,9,2,144.422807,-35.825348,82.230003,6.07,1.100006,7.10196686,-0.010002136,0.333277375,0.66692102,-0.004444472,0.418114156,-17.93743896,-11.07798576,0.413779527,n,0,30,"River red gum, 60% litter coverage, sparse Juncus",2829,3180,1.146,0.146,28,41,31,33,36,32,Silty clay loam,5.77,4.72,0.064,13.247,12.800678,1037.342,633.818,128.394,244.56,40861.9,0,12.228,1141.28,0,0,47.893,12.228,25067.4,7265.47,2934.72,433.075,0,195.648,18.342,196.667,15.285,120.242,0,0,46.874,n,0.019,1.019,9.15062,0.86615,-30.64,4.06,19.06286389,3.560371508,8.947571982,4.444385754,140.3,12.51,0.23,1.16,1.58,26.07621,6.169026,0.155,0.001,28.587,72.0778,11.12,235.8888889,30.18,0.716017913,10.56470588,7.816066564,0.265858927,1.02290562,0.09,485.4427486,279.3065337,65.57485829,144.6201393,13.33819184,12.94985063,0.234777388,145.5910243,0.089543895
FCNSW_199_2020-10-13_T9_P3,FCNSW_199,FC NSW 1093,13/10/20,9,3,144.422034,-35.825474,81.919998,5.75999,0.790001,6.11000013,-0.053001404,1.715112209,-0.470688045,-0.009224026,0.362870514,-17.56862068,-10.82868004,0.427167714,n,0,30,"River red gum, 30% juncus, 100% litter cover",2829,3180,1.151,0.151,36,35,29,39,32,29,Silty clay loam,5.55,4.36,0.053,12.216,11.919762,675.952,701.402,173.06,215.816,41330.8,0,12.216,811.346,0,15.27,48.864,13.234,31659.8,6759.52,2860.58,1211.42,0,252.464,20.36,263.662,17.306,144.556,0,0,48.864,n,0.018,1.018,10.65846,1.26232,-18.99,3.63,20.49783724,3.511086917,9.837047809,4.698810384,143.76,14.23,0.08,1.07,2.49,17.97788,6.19453,0.1382,0.001,27.935,72.7861,13.08,223.3555556,29.42,0.722649971,8.443548387,7.591963139,0.241546586,1.009416755,0.102,495.4949639,287.5224829,68.8255972,155.240057,10.43841332,13.59480937,0.239374662,156.5424397,0.087572819
FCNSW_200_2020-10-13_T9_P4,FCNSW_200,FC NSW 1094,13/10/20,9,4,144.421747,-35.825765,81.129997,4.96999,0,5.61882973,0.024467468,2.357022524,0.250294954,-0.00589629,0.493251532,-17.55643845,-11.29290295,0.42760995,y,0,30,"Juvenile river red gum, 20% juncus, 100% leaf litter",2829,3530,1.059,0.059,69,19,13,70,20,11,Loam,5.69,4.3,0.034,6.2558,14.073532,349.114,315.817,113.008,92.828,16547.6,0,0,437.906,0,0,22.198,0,11906.2,3027,1180.53,265.367,0,127.134,0,139.242,0,74.666,0,0,20.18,n,0.009,1.009,10.10009,0.64576,-26.07,3.9,11.22489492,1.972232044,6.039239923,2.916510211,88.25,6.63,0.21,0.59,1.02,9.96892,3.313556,0.1507,0.001,28.722,71.8063,5.83,137.6222222,17.28,0.714289409,15.640625,7.964248971,0.220219637,1.207861435,0.032,714.0937704,389.6406596,77.22450822,165.6561869,71.6807408,18.05476078,0.198194173,165.9080643,0.108989354
