CombID,UniqueID,PrelimID,Date,Transect,Plot,Easting,Northing,Height,RHeight,RTHeight,TWI,TPI,Slope,planCurv,proCurv,NDVI,VH,VV,Wet,Inun,UDepth,LDepth,Description,CoreVol,CoreMass,MoisFF,Moisture,Sand,Silt,Clay,MSand,MSilt,MClay,Texture,pHw,pHc,EC,CEC,AvailP,ExCa,ExMg,ExNa,ExK,Al,As,B,Ca,Cd,Co,Cr,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,P,Pb,S,Sb,Se,Zn,Fizz,ADMoisture,MoisFAD,TotOC,TotN,d13C,d15N,MTOC,POC,HOC,ROC,DOC,DTN,NO3,NH4,FAA,WHC,Proteolysis,AAMin_k1,AAMin_k2,AAMin_a,AAMin_b,DON,MBC,MBN,MicY,CN,MicCN,Vuln,BD0_30,bdm,TotalPLFA,Bac,Fun,Gpos,Gneg,Act,F_B,Gp_Gn,Act_Gp
FCNSW_027_2019-03-28_T6_P3,FCNSW_027,FC NSW 1063,28/3/19,6,3,144.274289,-35.696551,78.050003,1.89,0.110001,4.87607479,-0.135780334,6.351511955,-0.048354521,-0.01558402,0.27865082,-17.53988838,-12.84466743,0.541346312,y,0,30,"Disturbed by logging, RRG ~5m; litter 80%",2829,3820,1.099,0.099,28,25,47,34,28,38,Silty clay,5.79,4.73,0.0683,19.38,25.72338,1666.68,997.56,187.68,330.48,23154,0,0,1530,0,0,31.62,15.3,17136,2550,1815.6,445.74,0,187.68,14.28,248.88,17.34,124.44,0,0,42.84,n,0.019,1.02,18.8802,1.3566,-28.71,3.26,19.15327334,4.206803742,9.435431736,3.458509949,71.96,10.1,7.666,1.716,0.504,17.1054,6.25566,0.1522,9.00E-04,33.116,68.5572,0.718,255.5777778,10.24,0.674289783,13.91729323,24.95876736,0.326262042,1.216620714,0.099,996.9778514,593.6437338,66.03470269,269.7061216,105.7066734,20.41352757,0.11123625,269.8992364,0.075688039
FCNSW_028_2019-03-28_T6_P4,FCNSW_028,FC NSW 1064,28/3/19,6,4,144.274307,-35.696518,77.940002,1.78,0,5.07879019,-0.135002136,4.549187183,-0.347103149,-0.007517815,0.27865082,-17.53988838,-12.84466743,0.541346312,y,0,30,"Mature and juv RRG 15%; 70% litter, surface self-mulching",2829,3710,1.118,0.118,21,21,58,31,27,42,Clay,5.74,4.75,0.0753,19.38,55.51656,2080.8,1182.18,193.8,477.36,29886,0,0,1774.8,0,0,38.76,18.36,21624,3325.2,2142,529.38,0,194.82,17.34,409.02,21.42,141.78,0,0,57.12,n,0.024,1.02,18.7068,1.4178,-28,2.82,20.52449448,3.882643257,10.80898646,4.225006692,59.68,12.3,10.941,2.307,0.472,17.9112,6.23832,0.1128,8.00E-04,33.771,67.6615,0,232.5333333,9.46,0.667059374,13.1942446,24.58069063,0.258257618,1.156670201,0.118,937.696533,503.5487299,68.7749472,219.3709951,87.92904117,21.76883574,0.13658052,219.6185679,0.099232972
FCNSW_029_2019-03-28_T7_P1,FCNSW_029,FC NSW 1071,28/3/19,7,1,144.239511,-35.678113,78.860001,2.7,1.18,6.91645908,0.021240234,0.833409607,-0.138664544,4.51E-05,0.223871365,-18.40586662,-13.83813667,0.517139375,n,0,30,"Mature and Juv RRG, forbs, shrub 30%, juncus 1%, thatch of litter, 100%",2829,3440,1.054,0.054,26,50,25,36,43,21,Silty loam,6.09,5.15,0.1016,14.28,8.5935,1397.4,728.28,187.68,275.4,15708,0,0,1693.2,0,0,26.52,11.22,26010,2529.6,1672.8,770.1,0,197.88,14.28,270.3,14.28,111.18,0,0,32.64,n,0.016,1.02,,,,2.88,22.76919104,3.708898896,10.09418055,7.152259905,152.37,19.06,9.772,1.802,0.742,21.216,5.42232,0.1541,0.0011,29.501,71.4725,7.486,192.8,11.26,0.707834234,12.375,17.12255773,0.215053008,1.150314599,0.054,1004.854253,591.9460833,96.49903406,240.5844474,100.4970594,27.72095463,0.163019972,240.8602859,0.115223386
FCNSW_030_2019-03-28_T7_P2,FCNSW_030,FC NSW 1072,28/3/19,7,2,144.238774,-35.677261,78.330002,2.17,0.650002,6.62188911,-0.02015686,0.600877225,1.280064821,0.011195613,0.311869681,-16.52633286,-12.65134239,0.569678485,n,0,30,"Recently thinned RRG 15%, juncus 15%, harvest disturbance",2829,3100,1.088,0.088,27,39,35,33,34,32,Silty clay loam,5.61,4.44,0.0479,13.26,11.64228,987.36,823.14,136.68,318.24,19278,0,0,899.64,0,0,28.56,11.22,19584,2407.2,1621.8,524.28,0,110.16,12.24,240.72,15.3,106.08,0,0,35.7,n,0.019,1.02,14.1984,1.3464,-27.81,2.08,16.57493969,3.260069652,8.043281344,3.336737554,126.44,14.16,3.805,2.666,1.384,18.8496,7.83054,0.1038,9.00E-04,33.025,68.5893,7.689,287.4,13.14,0.674996531,10.54545455,21.87214612,0.286473132,0.999363733,0.088,1295.658757,712.8918289,142.8732925,319.5879698,124.6836684,41.35148929,0.200413705,319.919621,0.129390006
FCNSW_031_2019-03-28_T7_P3,FCNSW_031,FC NSW 1073,28/3/19,7,3,144.238588,-35.676544,78.209999,2.05,0.529999,7.89242125,0.003746033,0.897553921,0.231871322,0.010139047,0.293103456,-17.16644287,-12.61424828,0.55178529,n,0,30,"Recently thinned RRG 20%, juncus 1%, themeda 3%, harvest disturbance; thatch of litter 100%",2829,3100,1.074,0.074,37,31,32,41,32,27,Silty clay loam,5.66,4.58,0.0497,15.3,10.1847,1352.52,678.3,122.4,279.48,37230,0,12.24,1183.2,0,0,41.82,0,17646,5977.2,2152.2,393.72,0,166.26,14.28,225.42,13.26,150.96,0,0,37.74,n,0.016,1.02,14.5452,1.0914,-26.34,1.9,19.82840489,3.523317999,9.005364932,5.094245122,109.24,16.06,6.646,3.867,1.528,14.7186,7.31136,0.1166,9.00E-04,31.291,69.9535,5.547,281.1555556,9.5,0.690936298,13.3271028,29.59532164,0.24988762,1.014704843,0.074,1521.020414,862.1358364,142.2199429,389.1483974,161.2936085,49.40593375,0.164962338,389.454708,0.126959109
FCNSW_032_2019-03-28_T7_P4,FCNSW_032,FC NSW 1074,28/3/19,7,4,144.237507,-35.675924,77.68,1.52,0,6.50819778,0.01474762,1.572275162,-0.655814588,-0.001909524,0.267692298,-16.9890461,-12.02988434,0.556744099,n,0,30,Recently thinned RRG 5% coverage from coppiced remaining stand; litter 80%,2829,3150,1.07,0.07,35,40,25,40,34,26,Silty loam,5.51,4.62,0.0816,21.42,16.63722,1195.44,686.46,120.36,273.36,33354,0,0,1244.4,0,0,39.78,11.22,16728,5079.6,2060.4,402.9,0,171.36,14.28,213.18,14.28,157.08,0,0,36.72,n,0.016,1.02,15.7692,1.3668,-31.5,2.75,20.39193282,4.149710209,9.207944412,4.743393158,75.32,19.16,14.109,4.242,0.848,16.1976,5.31522,0.1023,9.00E-04,33.425,67.9422,0.809,226.0444444,10.26,0.670258229,11.53731343,22.03162227,0.297441746,1.03552492,0.07,1206.730815,739.7325269,112.4569442,316.8649385,133.1011843,40.65424916,0.152023793,317.1703772,0.128301507
FCNSW_033_2019-03-28_T8_P1,FCNSW_033,FC NSW 1081,28/3/19,8,1,144.232062,-35.59318,77.18,1.02,1.019997,6.83653593,0.13999939,2.793794394,0.142957643,0.012658071,0.254582494,-18.96976852,-12.75636768,0.50137645,n,0,30,"Recently thinned RRG 15%, 95% litter, appears to be perched vertosol (black)",2829,3400,1.1,0.1,23,27,50,30,31,38,Silty clay,6.66,5.81,0.2273,21.63,14.38395,2494.66,1489.38,541.78,554.14,63963,0,19.57,3120.9,0,16.48,57.68,22.66,38316,9877.7,4593.8,1246.3,0,889.92,28.84,382.13,16.48,168.92,0,0,63.86,n,0.027,1.03,24.4316,1.4111,-28.77,4.75,29.7235238,3.988628999,14.15737167,8.760525402,133.08,29.63,17.523,5.377,0.848,22.3922,7.76723,0.1436,9.00E-04,30.887,70.2397,6.73,353.2222222,21.94,0.694571266,17.31386861,16.09946318,0.174039921,1.081654295,0.1,1222.511505,795.8689005,152.7676246,328.139772,155.0733183,31.96654921,0.19195074,328.3459103,0.097417479
FCNSW_034_2019-03-28_T8_P2,FCNSW_034,FC NSW 1082,28/3/19,8,2,144.231292,-35.593209,76.559998,0.39999,0.399994,5.85486651,-0.003753662,1.333363891,-0.833237946,0.004444208,0.288486421,-17.86809158,-12.56062031,0.532171965,n,0,30,Old RRG with some coppiced 15%; Juncus 10%; litter 90%,2829,3230,1.11,0.11,28,33,39,32,34,34,Silty clay loam,5.98,4.87,0.0759,20.4,9.42786,1552.44,995.52,218.28,410.04,46002,0,13.26,1315.8,0,0,45.9,14.28,24990,7721.4,3049.8,422.28,0,323.34,18.36,217.26,15.3,141.78,0,0,45.9,n,0.021,1.02,17.0952,1.428,,1.85,22.47766442,4.442317824,10.68544944,5.049124667,156.85,25.79,14.367,5.504,1.451,27.7134,7.56636,0.1086,9.00E-04,32.606,68.7519,5.919,475.0444444,26.84,0.678308252,11.97142857,17.69912237,0.282328444,1.016154118,0.11,1623.731108,987.8057835,129.0576225,432.1573311,174.9808005,59.096735,0.130650807,432.4950638,0.136748195
FCNSW_035_2019-03-28_T8_P3,FCNSW_035,FC NSW 1083,28/3/19,8,3,144.230001,-35.592745,76.260002,0.1,0.099998,6.4437232,0.089996338,1.201825023,-0.682665169,-0.002905871,0.328373343,-17.64990044,-11.4412241,0.53827107,n,0,30,Mature RRG recently thinned; litter 100%,2829,3210,1.083,0.083,32,34,34,38,33,29,Silty clay loam,5.33,4.41,0.0818,15.3,18.18456,1215.84,585.48,124.44,342.72,39984,0,12.24,1193.4,0,0,41.82,13.26,20706,6772.8,2519.4,434.52,0,204,16.32,273.36,14.28,139.74,0,0,42.84,n,0.017,1.02,21.777,1.3158,-29.71,2.11,19.80721719,3.598882026,9.106585211,4.662753671,110.94,20.55,8.19,6.119,1.397,17.1156,6.5841,0.1143,9.00E-04,32.627,68.765,6.241,421.8666667,18.62,0.678209326,16.5503876,22.6566416,0.261369268,1.040498409,0.083,1522.675358,862.4631724,132.0113887,377.3608955,157.0634317,45.59841408,0.153063218,377.6512139,0.120835027
FCNSW_036_2019-03-28_T8_P4,FCNSW_036,FC NSW 1084,28/3/19,8,4,144.229216,-35.592304,76.160004,0,0,6.72196484,0.050994873,0.849893451,-0.636374235,-0.019034863,0.352858156,-16.98484039,-11.83807468,0.556861699,n,0,30,"V large RRG stumps, mature and juv RRG 40%; litter 90%; self-mulching",2829,3250,1.089,0.089,33,35,32,44,32,25,Silty clay loam,5.5,4.4,0.0497,16.32,19.26882,1328.04,686.46,136.68,310.08,37842,0,10.2,1254.6,0,0,39.78,13.26,18666,6109.8,2386.8,375.36,0,192.78,16.32,256.02,14.28,142.8,0,0,39.78,n,0.016,1.02,24.021,1.3158,-27.06,2.85,19.49980586,3.135617658,8.895972626,5.406124933,81.25,15.38,8.874,2.857,0.995,19.5228,5.50494,0.1024,8.00E-04,30.156,70.8188,3.649,401.2222222,18.02,0.701351228,18.25581395,22.26538414,0.219241803,1.046571227,0.089,1350.769411,810.5121146,125.6803726,359.6503784,147.2392473,45.82848638,0.155062917,359.9616302,0.127425103
FCNSW_037_2019-03-26_T9_P1,FCNSW_037,FC NSW 1091,26/3/19,9,1,144.423864,-35.825089,82.18,6.02,1.050003,6.52480793,-0.01865387,0.948195279,0.485974818,-0.001828948,0.396814853,-16.94561386,-11.63743877,0.557958186,n,0,30,"River red gum 50% coverage, thick litter, Juncus",2829,2950,1.112,0.112,24,39,37,26,39,35,Silty clay loam,5.4,4.37,0.0593,11.22,8.84238,805.8,595.68,124.44,238.68,42126,0,13.26,948.6,0,0,48.96,13.26,26520,6844.2,2917.2,469.2,0,196.86,20.4,215.22,16.32,119.34,0,0,49.98,n,0.022,1.02,20.0736,1.3362,-27.92,3.92,21.40066306,4.103001153,10.00948391,4.518212348,158.6,16.83,1.875,3.097,3.061,16.9218,8.09268,0.1094,8.00E-04,31.744,69.6401,11.858,293.4666667,9,0.686893704,15.02290076,32.60740741,0.282426138,0.925980912,0.112,1538.530765,872.9084436,139.6607646,381.5389898,160.3959536,56.16066054,0.159994746,381.8891275,0.147195076
FCNSW_038_2019-03-26_T9_P2,FCNSW_038,FC NSW 1092,26/3/19,9,2,144.422807,-35.825348,82.230003,6.07,1.100006,7.10196686,-0.010002136,0.333277375,0.66692102,-0.004444472,0.36125654,-18.24755669,-12.04950142,0.521564662,n,0,30,"River red gum, 60% litter coverage, sparse Juncus",2829,3180,1.09,0.09,28,41,31,33,36,32,Silty clay loam,5.5,4.44,0.0487,13.26,6.46986,1038.36,634.44,128.52,244.8,40902,0,12.24,1142.4,0,0,47.94,12.24,25092,7272.6,2937.6,433.5,0,195.84,18.36,196.86,15.3,120.36,0,0,46.92,n,0.019,1.02,14.3412,1.3566,-27.41,3.74,17.28587429,3.104230838,8.646252811,4.057363599,105.25,12.23,1.413,2.618,1.514,26.1018,6.8697,0.1112,9.00E-04,31.994,69.2421,8.199,305.0222222,9.24,0.68396649,10.57142857,33.01106301,0.244358042,1.02290562,0.09,1412.625313,842.0468278,156.0663924,357.8227418,151.4103273,51.02887451,0.185341702,358.1597656,0.142609366
FCNSW_039_2019-03-26_T9_P3,FCNSW_039,FC NSW 1093,26/3/19,9,3,144.422034,-35.825474,81.919998,5.75999,0.790001,6.11000013,-0.053001404,1.715112209,-0.470688045,-0.009224026,0.336838156,-18.27990913,-12.53178406,0.520660281,n,0,30,"River red gum, 30% juncus, 100% litter cover",2829,3180,1.102,0.102,36,35,29,39,32,29,Silty clay loam,5.26,4.08,0.0587,12.24,7.25628,677.28,702.78,173.4,216.24,41412,0,12.24,812.94,0,15.3,48.96,13.26,31722,6772.8,2866.2,1213.8,0,252.96,20.4,264.18,17.34,144.84,0,0,48.96,n,0.02,1.02,22.7052,1.2852,-23.73,4.64,23.24188575,3.565278413,11.31293863,5.401995209,210.47,14.8,0.997,1.682,4.069,18.0132,6.47394,0.1035,9.00E-04,31.425,69.8405,12.121,273.5111111,8.32,0.689677136,17.66666667,32.87393162,0.213298984,1.009416755,0.102,1473.315105,786.5758254,144.3576021,355.2099376,140.8512158,45.47285676,0.183526619,355.5327808,0.128016848
FCNSW_040_2019-03-26_T9_P4,FCNSW_040,FC NSW 1094,26/3/19,9,4,144.421747,-35.825765,81.129997,4.96999,0,5.61882973,0.024467468,2.357022524,0.250294954,-0.00589629,0.411248505,-17.85799026,-12.21760368,0.532454312,y,0,30,"Juvenile river red gum, 20% juncus, 100% leaf litter",2829,3530,1.032,0.032,69,19,13,70,20,11,Loam,5.37,4.17,0.0473,6.262,8.84356,349.46,316.13,113.12,92.92,16564,0,0,438.34,0,0,22.22,0,11918,3030,1181.7,265.63,0,127.26,0,139.38,0,74.74,0,0,20.2,n,0.009,1.01,9.3122,0.7474,-26.46,3.48,12.99204241,2.451504856,6.651297156,2.949606108,52.47,6.24,0.529,0.857,0.938,9.9788,3.40572,0.1341,9.00E-04,29.534,71.6879,4.854,176.0444444,8.56,0.708225196,12.45945946,20.56593977,0.255341064,1.207861435,0.032,863.1369512,483.7956622,86.19446343,205.2007862,86.22595901,20.06042197,0.178162952,205.4334356,0.097759966
FCNSW_041_2019-07-31_T0_P1,FCNSW_041,FC NSW 1001,31/7/19,0,1,144.425419,-35.73389,80.57,4.41,0.300003,6.71210527,-0.004798889,1.554801583,0.826143622,0.00289604,0.299649119,-21.09123802,-13.16479111,0.449630678,n,0,30,"Few mature RRG, many samplings, some copiced; distrurbed area; 95% litter cover, grey vertosol",2829,3830,1.168,0.168,17,25,58,31,28,42,Clay,6.54,5.16,0.1662,27.81,9.60784,2492.6,1600.62,442.9,506.76,44702,0,10.3,2193.9,0,21.63,45.32,21.63,38625,5067.6,4243.6,796.19,0,594.31,27.81,201.88,21.63,124.63,0,0,60.77,n,0.03,1.03,20.5176,1.7716,-25.49,2.98,32.33888564,6.735627257,14.76016517,6.785640674,105.29,18.1,8.682,4.82,1.067,30.3335,6.08421,0.1163,9.00E-04,31.386,70.0044,4.598,372.5555556,12.92,0.690444066,11.58139535,28.83556932,0.312618953,1.206267232,0.109,1301.000529,761.0388148,123.5112824,331.3642162,125.8895818,30.4980353,0.162293013,331.6064764,0.092037806
FCNSW_042_2019-07-31_T0_P2,FCNSW_042,FC NSW 1002,31/7/19,0,2,144.425642,-35.734851,80.779999,4.62,0.510002,7.05519724,0.040008545,0.70707798,0.471404523,0.009998843,0.376988977,-20.17328644,-13.39024067,0.476326495,n,0,30,"Sparse mature and juvenile RRG, coverage 10%; disturbed area; 50% litter cover",2829,3700,1.148,0.148,35,26,39,43,29,28,Silty clay loam,6.31,4.67,0.0788,17.374,9.659944,1263.192,864.612,226.884,296.38,31068.8,0,0,1246.84,0,13.286,37.814,17.374,29331.4,4139.1,2718.52,812.49,0,267.764,20.44,295.358,18.396,134.904,0,0,52.122,n,0.022,1.022,11.18068,1.18552,-26.46,5.06,16.25822788,3.024036083,9.613545581,3.03457948,81.45,18.04,14.504,2.984,1.138,14.96208,4.89538,0.0823,7.00E-04,30.772,70.438,0.552,246.8444444,15.7,0.695958897,9.431034483,15.72257608,0.239089673,1.217638742,0.069,1012.496187,583.6013606,85.96414503,259.027226,111.7621388,20.53077941,0.147299425,259.2109267,0.079261087
FCNSW_043_2019-07-31_T0_P3,FCNSW_043,FC NSW 1003,31/7/19,0,3,144.425268,-35.73518,80.739998,4.57999,0.470001,5.73089361,0.0625,2.748800039,-0.128364027,0.005745502,0.357604235,-19.487257,-12.45721912,0.496277601,n,0,30,"Mature RRG, some juveniles, juncus, 90% litter",2829,3340,1.132,0.132,25,31,43,36,35,29,Silty clay,6.36,4.77,0.0991,20.44,15.044862,1461.46,972.944,269.808,386.316,35054.6,0,0,1614.76,0,21.462,39.858,20.44,35259,4977.14,3413.48,1451.24,0,359.744,24.528,301.49,19.418,123.662,0,0,57.232,n,0.022,1.022,17.85434,1.59432,-24.68,4.15,29.59555022,5.418931641,14.29387855,6.995251546,80.3,14.73,8.87,4.859,1.125,24.59954,5.045614,0.0965,9.00E-04,32.347,68.9067,1.001,360.6888889,25.52,0.680535131,11.19871795,14.13357715,0.254539834,1.080275716,0.085,1039.686667,621.8823673,87.48495509,278.8353726,122.5486752,25.5158549,0.140677658,279.0435826,0.091508673
FCNSW_044_2019-07-31_T0_P4,FCNSW_044,FC NSW 1004,31/7/19,0,4,144.425377,-35.735393,80.269997,4.10999,0,6.21222591,0.040000916,1.699662209,-0.755148768,-4.97E-04,0.310390472,-19.02205086,-12.12314129,0.509806693,n,0,30,"Young RRG ~5m height, 5% juncus, 10% canopy, 90% litter",2829,3240,1.098,0.098,63,21,16,63,24,14,Loam,6.05,4.55,0.0642,9.117,12.098259,745.568,414.317,115.482,166.132,14485.9,0,0,709.1,0,0,20.26,0,12561.2,2390.68,1408.07,182.34,0,106.365,0,190.444,10.13,125.612,0,0,27.351,n,0.013,1.013,22.24548,1.27638,-24.81,2.73,21.93102346,5.555119256,10.17151055,4.268450117,83.04,13.39,5.694,3.42,1.389,19.8548,5.211885,0.1053,9.00E-04,31.658,69.5806,4.276,395.9777778,19.74,0.687293187,17.42857143,20.05966453,0.384704597,1.10290562,0.037,875.6717833,534.7606186,89.17005368,236.3841909,103.2248649,24.20740727,0.166747607,236.6187023,0.102407048
FCNSW_045_2019-07-31_T1_P1,FCNSW_045,FC NSW 1011,31/7/19,1,1,144.417459,-35.745008,81.370003,5.21,1.810005,5.40099144,0.101257324,0.687176883,1.027360559,0.01627399,0.39453125,-18.23647118,-11.30923271,0.532652915,n,0,30,"Mature grey box, 30% canopy; 5% bluebush; 2% moss; 60% litter",2829,3560,1.132,0.132,58,24,18,54,26,20,Loam,8.59,7.66,0.2438,19.437,32.946738,2166.714,851.136,181.071,570.834,29667,0,18.414,14833.5,0,11.253,30.69,24.552,25268.1,6751.8,5994.78,1473.12,0,334.521,25.575,1053.69,13.299,174.933,0,0,69.564,y,0.023,1.023,17.16594,1.1253,-25.03,4.41,27.39029568,5.438313998,16.44532893,8.070035104,148.28,20.25,12.884,5.072,1.177,27.99951,6.099126,0.1083,0.0014,26.72,73.3309,2.294,357.6666667,24.84,0.732935936,15.25454545,14.39881911,0.221832888,1.176599505,0.065,666.6313614,379.5203245,65.94976324,121.673136,122.9833809,5.347347191,0.173771361,121.7166162,0.043948462
FCNSW_046_2019-07-31_T1_P2,FCNSW_046,FC NSW 1012,31/7/19,1,2,144.417561,-35.745289,80.519997,4.35999,0.959999,5.79950857,-0.011253357,2.007002115,0.251950651,0.002717752,0.29017517,-18.23647118,-11.76608753,0.532652915,n,0,30,"Mature RRG, 10% cover; 1% small saplings; 75% litter cover",2829,3790,1.171,0.171,29,22,49,36,29,35,Clay,6.36,4.97,0.1234,23.552,9.09824,1771.52,1405.952,354.304,526.336,38809.6,0,0,1628.16,0,20.48,41.984,20.48,33280,5058.56,3665.92,1208.32,0,425.984,26.624,224.256,22.528,123.904,0,0,60.416,n,0.024,1.024,10.26048,1.00352,-24.78,4.37,17.80955924,2.685786533,9.322300959,3.804002025,84.74,18.2,16.987,2.935,1.013,14.36672,4.499456,0.1035,7.00E-04,32.792,68.4524,0,279.6666667,11.48,0.676110481,10.2244898,24.3612079,0.204611042,1.203047013,0.102,801.6297702,523.1380657,73.10692374,251.1307313,91.72245427,20.18846802,0.139746901,251.3508352,0.080390273
FCNSW_047_2019-07-31_T1_P3,FCNSW_047,FC NSW 1013,31/7/19,1,3,144.417647,-35.745413,80.190002,4.03,0.630005,5.52647734,-0.041252136,4.844833851,0.027444854,-0.002432437,0.333333343,-18.23647118,-11.528368,0.532652915,m,0,30,"Mature RRG, 10% cover; Juvenile RRG 1%; Juncus 1%; Chenopod 1%; Litter 60%",2829,3840,1.155,0.155,39,24,38,43,27,30,Clay loam,6.03,4.77,0.1162,20.44,12.942608,1490.076,989.296,224.84,345.436,28411.6,0,0,1849.82,0,12.264,33.726,16.352,25958.8,3852.94,2350.6,564.144,0,283.094,17.374,252.434,18.396,187.026,0,0,48.034,n,0.022,1.022,15.6366,1.25706,-21.78,3.66,27.707376,4.586062949,13.03411561,7.348821042,76.46,24.85,21.321,5.423,0.847,23.5571,3.547362,0.0883,7.00E-04,33.032,68.204,0,269.5111111,13.3,0.673712908,12.43902439,20.26399332,0.224995202,1.239278897,0.087,605.1668845,408.9919866,49.78663768,189.0831005,71.82274308,19.3833476,0.121730106,189.3529781,0.102512322
FCNSW_048_2019-07-31_T1_P4,FCNSW_048,FC NSW 1014,31/7/19,1,4,144.417776,-35.745531,79.559998,3.39999,0,5.54051876,-0.140914917,2.687362432,-0.272436529,-0.017103843,0.301171601,-18.30298615,-12.48071671,0.530718505,y,0,30,"Mature RRG <10%; Juncus 5%, lots of dead wood; 50% litter",2829,3740,1.118,0.118,55,23,23,58,23,19,Loam,6.15,4.8,0.0826,10.0485,13.585775,893.2,518.665,138.04,207.06,16138.5,0,0,858.69,0,0,22.33,0,12890.5,2588.25,1461.6,214.165,0,146.16,10.15,170.52,12.18,114.695,0,0,30.45,n,0.015,1.015,10.353,1.00485,-23.78,4.19,14.51715406,3.218994632,7.017208044,2.861088006,58.55,15.17,15.454,0.776,0.672,14.1897,3.825535,0.1,7.00E-04,34.939,66.3281,0,164.5777778,10.22,0.654981727,10.3030303,16.10350076,0.325865374,1.258564864,0.048,493.9907502,320.3118514,56.44886973,135.8608791,57.8531156,14.20335509,0.176230975,136.1063863,0.104543377
FCNSW_049_2019-07-31_T2_P1,FCNSW_049,FC NSW 1021,31/7/19,2,1,144.382395,-35.780812,81.239998,5.07999,1.220001,7.23809719,0.17250061,1.16666162,0.571407795,-0.003333365,0.312384486,-18.42377663,-12.74129581,0.527205706,n,0,30,"Recently thinned RRG, some coppiced, some dead RRG ~20m, RRG cover ~15%; litter 40%",2829,3430,1.186,0.186,17,26,57,28,31,42,Silty clay,5.68,4.36,0.1851,25.725,5.230407,1520.862,1370.628,343.686,353.976,45687.6,0,0,1378.86,0,14.406,51.45,18.522,41674.5,4095.42,3056.13,624.603,0,428.064,25.725,225.351,20.58,182.133,0,0,56.595,n,0.029,1.029,15.82602,1.12161,-25.44,5.07,19.52778849,2.227722039,10.41969262,5.168567113,101.47,12.25,4.294,8.205,2.641,14.67354,5.595702,0.0767,6.00E-04,36.713,64.9602,0,226.3777778,8.44,0.638911729,14.11009174,26.82201159,0.142910246,1.063312124,0.123,639.141667,401.7869287,61.6967746,172.8108415,77.14887584,14.81061305,0.153555953,173.002816,0.085704189
FCNSW_050_2019-07-31_T2_P2,FCNSW_050,FC NSW 1022,31/7/19,2,2,144.383235,-35.780596,80.730003,4.57,0.710007,5.86268425,0.058128357,1.740020871,-0.196182489,-0.002138764,0.298602283,-18.21157074,-12.18082428,0.533377051,n,0,30,"Very disturbed site, RRG 5% coppiced / thinned, few chenopods",2829,4030,1.217,0.217,16,40,44,25,35,41,Silty clay,5.5,4.01,0.0649,20.48,9.904128,819.2,886.784,188.416,237.568,27545.6,0,0,740.352,0,17.408,39.936,15.36,35123.2,2856.96,2048,1136.64,0,172.032,18.432,367.616,21.504,130.048,0,0,53.248,n,0.024,1.024,10.35264,0.53248,-24.48,1.37,22.4363292,3.326485625,10.96688359,5.256988499,74.69,12.78,9.016,2.431,0.723,20.1728,3.780608,0.0738,6.00E-04,35.855,65.4918,1.333,246.4444444,13.42,0.646214779,19.44230769,18.36396754,0.20503648,1.267833157,0.11,479.671917,299.1062536,42.89091118,137.3056939,50.33729815,11.14453555,0.143396906,137.5270911,0.081165866
FCNSW_051_2019-07-31_T2_P3,FCNSW_051,FC NSW 1023,31/7/19,2,3,144.384195,-35.780728,80.694283,4.53428,0.674286,6.10975552,-0.022270203,0.474723637,0.142543212,-0.011416793,0.367720455,-17.9826107,-11.23402882,0.540035665,m,0,30,Mainly young RRG 30%; many branches; sedges 5%; Themeda; Litter 90%,2829,3140,1.193,0.193,18,46,36,25,39,35,Silty clay loam,5.64,4.23,0.0674,15.345,13.381863,836.814,821.469,165.726,263.934,29564.7,0,0,828.63,0,17.391,41.943,13.299,34577.4,3682.8,2342.67,1278.75,0,165.726,19.437,394.878,17.391,138.105,0,0,51.15,n,0.023,1.023,15.82581,1.37082,-24.89,2.81,25.93589632,4.253681591,12.53744115,6.124827592,100.76,8.75,3.67,0.665,1.527,22.52646,4.880733,0.0945,7.00E-04,33.717,67.648,4.415,303.2444444,13.96,0.667370394,11.54477612,21.72238141,0.2279295,0.986730293,0.111,912.8805196,584.5721436,94.9461328,248.8525859,116.0298744,23.34977605,0.162419872,249.0538253,0.09382975
FCNSW_052_2019-07-31_T2_P4,FCNSW_052,FC NSW 1024,31/7/19,2,4,144.384389,-35.780678,80.019997,3.85999,0,5.48051739,-0.021560669,4.549061775,-0.257610708,-0.013795063,0.367720455,-17.9826107,-11.23402882,0.540035665,y,0,30,Mature RRG + saplings 30%; Juncus 10%; Litter 70%,2829,3430,1.143,0.143,22,47,31,31,39,31,Silty clay loam,5.82,4.2,0.0431,13.234,15.151912,798.112,704.456,146.592,160.844,23821.2,0,0,771.644,0,0,36.648,12.216,26569.8,2830.04,1822.22,614.872,0,133.358,15.27,337.976,17.306,75.332,0,0,42.756,n,0.018,1.018,10.65846,1.00782,-29.26,4.71,15.50925917,2.250554225,7.717155382,3.897522644,66.49,5.17,2.461,0.147,1.691,13.95678,3.73606,0.0909,8.00E-04,33.749,67.6318,2.562,221.9333333,9.02,0.667106592,10.57575758,24.60458241,0.193768111,1.120296925,0.076,515.1841898,315.3786485,54.7780826,135.0528897,55.57818767,11.57070153,0.173689889,135.2610775,0.085675335
