Wavenumber, Abs
7999.27978515625,0.4963923990726471
7995.422851794868,0.4957430064678192
7991.5659184334845,0.5008823275566101
7987.708985072102,0.5031413435935974
7983.852051710719,0.5038049817085266
7979.995118349337,0.5086829662322998
7976.138184987954,0.5099649429321289
7972.281251626571,0.5082979202270508
7968.424318265189,0.5040493011474609
7964.567384903806,0.5051025748252869
7960.7104515424235,0.5086184144020081
7956.853518181041,0.5036033987998962
7952.996584819658,0.4988413453102112
7949.139651458276,0.4929708242416382
7945.2827180968925,0.49245086312294006
7941.42578473551,0.4965995252132416
7937.568851374128,0.5006099343299866
7933.711918012745,0.4982132911682129
7929.854984651362,0.4966195821762085
7925.998051289979,0.4932965934276581
7922.141117928597,0.49138110876083374
7918.284184567215,0.4945639669895172
7914.427251205831,0.499817430973053
7910.570317844449,0.5011667013168335
7906.713384483066,0.5037494897842407
7902.856451121684,0.5038396120071411
7898.999517760301,0.5021957159042358
7895.142584398918,0.497554749250412
7891.285651037536,0.4947148263454437
7887.428717676153,0.5025783181190491
7883.57178431477,0.5050337910652161
7879.714850953388,0.5003020167350769
7875.857917592005,0.5046460032463074
7872.000984230623,0.5131400227546692
7868.144050869239,0.5116791725158691
7864.287117507857,0.5056029558181763
7860.430184146475,0.5052453875541687
7856.573250785092,0.5046330690383911
7852.716317423709,0.5017893314361572
7848.859384062326,0.5020480751991272
7845.002450700944,0.5010801553726196
7841.145517339562,0.4981551766395569
7837.288583978178,0.4983539581298828
7833.431650616796,0.4998953342437744
7829.574717255413,0.5020421147346497
7825.717783894031,0.5023624300956726
7821.860850532648,0.49808162450790405
7818.003917171265,0.4961615204811096
7814.146983809883,0.4966585338115692
7810.2900504485,0.4962919354438782
7806.433117087117,0.5054491758346558
7802.576183725735,0.5130480527877808
7798.719250364352,0.5106216669082642
7794.86231700297,0.5055143237113953
7791.005383641586,0.5008715987205505
7787.148450280204,0.49670761823654175
7783.291516918822,0.4965460002422333
7779.434583557439,0.502831220626831
7775.577650196056,0.5046749114990234
7771.720716834673,0.5037095546722412
7767.863783473291,0.4993342161178589
7764.0068501119085,0.4978429079055786
7760.149916750525,0.4993988275527954
7756.292983389143,0.4992680549621582
7752.43605002776,0.501965343952179
7748.579116666378,0.5029494166374207
7744.722183304995,0.5040583610534668
7740.865249943612,0.5041593313217163
7737.00831658223,0.50324946641922
7733.151383220847,0.49979108572006226
7729.294449859464,0.4970722496509552
7725.437516498082,0.4925905764102936
7721.580583136699,0.4938192665576935
7717.7236497753165,0.5006957650184631
7713.866716413933,0.49992677569389343
7710.009783052551,0.4936233162879944
7706.152849691169,0.4939756393432617
7702.2959163297855,0.4952998757362366
7698.438982968403,0.49858808517456055
7694.58204960702,0.5024301409721375
7690.725116245638,0.5009127855300903
7686.868182884255,0.49968281388282776
7683.011249522872,0.5000776052474976
7679.15431616149,0.49944883584976196
7675.297382800107,0.5032423138618469
7671.4404494387245,0.5050783753395081
7667.583516077342,0.5017762184143066
7663.726582715959,0.4996066093444824
7659.869649354577,0.5056967735290527
7656.0127159931935,0.5096009969711304
7652.155782631811,0.498464435338974
7648.298849270428,0.48858386278152466
7644.441915909046,0.49245014786720276
7640.5849825476635,0.49867650866508484
7636.72804918628,0.506293773651123
7632.871115824898,0.5129233002662659
7629.014182463516,0.5110616087913513
7625.1572491021325,0.5080769062042236
7621.30031574075,0.505706250667572
7617.443382379367,0.5016675591468811
7613.586449017985,0.4990057647228241
7609.7295156566015,0.49886834621429443
7605.872582295219,0.5008752942085266
7602.015648933837,0.5019323229789734
7598.158715572454,0.505889356136322
7594.301782211071,0.5080159902572632
7590.444848849689,0.5034838914871216
7586.587915488306,0.5022786855697632
7582.730982126924,0.5030869245529175
7578.8740487655405,0.5032023787498474
7575.017115404158,0.5013374090194702
7571.160182042775,0.49883127212524414
7567.303248681393,0.49807924032211304
7563.44631532001,0.4985975921154022
7559.589381958627,0.49677667021751404
7555.732448597245,0.4958195090293884
7551.875515235863,0.5019354820251465
7548.018581874479,0.5050239562988281
7544.161648513097,0.49955421686172485
7540.304715151714,0.49222567677497864
