Wavenumber, ../data/raw/MIR/Raw/July19/FCNSWJuly19_1062.spa
7999.27978515625,0.5396031141281128
7995.422851794868,0.5594106912612915
7991.5659184334845,0.5541157126426697
7987.708985072102,0.5476782917976379
7983.852051710719,0.54817795753479
7979.995118349337,0.5478527545928955
7976.138184987954,0.5514963269233704
7972.281251626571,0.5550763607025146
7968.424318265189,0.5488600134849548
7964.567384903806,0.5387124419212341
7960.7104515424235,0.5404183864593506
7956.853518181041,0.5465203523635864
7952.996584819658,0.5478757619857788
7949.139651458276,0.541623592376709
7945.2827180968925,0.5310084223747253
7941.42578473551,0.5417349934577942
7937.568851374128,0.5596944689750671
7933.711918012745,0.55458003282547
7929.854984651362,0.5510640740394592
7925.998051289979,0.5440517067909241
7922.141117928597,0.5366763472557068
7918.284184567215,0.538165807723999
7914.427251205831,0.5462669730186462
7910.570317844449,0.550438404083252
7906.713384483066,0.5457648634910583
7902.856451121684,0.5428488850593567
7898.999517760301,0.5404344797134399
7895.142584398918,0.5386416912078857
7891.285651037536,0.5419864058494568
7887.428717676153,0.5498175621032715
7883.57178431477,0.5511783361434937
7879.714850953388,0.5500027537345886
7875.857917592005,0.5466408729553223
7872.000984230623,0.539563000202179
7868.144050869239,0.5406615138053894
7864.287117507857,0.5467270016670227
7860.430184146475,0.5502476692199707
7856.573250785092,0.5419614315032959
7852.716317423709,0.5419659614562988
7848.859384062326,0.5486777424812317
7845.002450700944,0.5473361015319824
7841.145517339562,0.543229877948761
7837.288583978178,0.5426799058914185
7833.431650616796,0.5430459976196289
7829.574717255413,0.5396999716758728
7825.717783894031,0.5410882234573364
7821.860850532648,0.5421408414840698
7818.003917171265,0.5492473840713501
7814.146983809883,0.5582124590873718
7810.2900504485,0.550952136516571
7806.433117087117,0.5413734912872314
7802.576183725735,0.5393037796020508
7798.719250364352,0.5346694588661194
7794.86231700297,0.5317744612693787
7791.005383641586,0.5424439311027527
7787.148450280204,0.5468272566795349
7783.291516918822,0.5487245321273804
7779.434583557439,0.5495144724845886
7775.577650196056,0.5436511039733887
7771.720716834673,0.5379809141159058
7767.863783473291,0.535784900188446
7764.0068501119085,0.5376187562942505
7760.149916750525,0.5356026887893677
7756.292983389143,0.5367385149002075
7752.43605002776,0.543239414691925
7748.579116666378,0.5446457266807556
7744.722183304995,0.5400800704956055
7740.865249943612,0.5417223572731018
7737.00831658223,0.5455542802810669
7733.151383220847,0.5404574275016785
7729.294449859464,0.535744309425354
7725.437516498082,0.5366641879081726
7721.580583136699,0.5422844886779785
7717.7236497753165,0.5465025901794434
7713.866716413933,0.5445128083229065
7710.009783052551,0.5364092588424683
7706.152849691169,0.5278599262237549
7702.2959163297855,0.529499351978302
7698.438982968403,0.5391393899917603
7694.58204960702,0.5440973043441772
7690.725116245638,0.5424882173538208
7686.868182884255,0.5430148839950562
7683.011249522872,0.5451000332832336
7679.15431616149,0.5363955497741699
7675.297382800107,0.5335907340049744
7671.4404494387245,0.5421595573425293
7667.583516077342,0.5472493767738342
7663.726582715959,0.5470655560493469
7659.869649354577,0.5446581244468689
7656.0127159931935,0.5394359230995178
7652.155782631811,0.5404924154281616
7648.298849270428,0.5450733304023743
7644.441915909046,0.5362598896026611
7640.5849825476635,0.5300153493881226
7636.72804918628,0.5353731513023376
7632.871115824898,0.5399302840232849
7629.014182463516,0.5389560461044312
7625.1572491021325,0.5399798154830933
7621.30031574075,0.546329140663147
7617.443382379367,0.5533369779586792
7613.586449017985,0.5494034886360168
7609.7295156566015,0.5379587411880493
7605.872582295219,0.5325010418891907
7602.015648933837,0.5333224534988403
7598.158715572454,0.5313920974731445
7594.301782211071,0.5334106087684631
7590.444848849689,0.5443010330200195
7586.587915488306,0.5525184869766235
7582.730982126924,0.5467861294746399
7578.8740487655405,0.5344818234443665
7575.017115404158,0.5375282168388367
7571.160182042775,0.5408015847206116
7567.303248681393,0.543511152267456
7563.44631532001,0.5451397895812988
7559.589381958627,0.5404120087623596
7555.732448597245,0.5398986339569092
7551.875515235863,0.538577139377594
7548.018581874479,0.5389600396156311
7544.161648513097,0.5388984084129333
7540.304715151714,0.5342496037483215
7536.447781790332,0.5375337600708008
7532.590848428948,0.5409191846847534
7528.733915067566,0.5431212186813354
7524.876981706184,0.5452747941017151
7521.020048344801,0.5459815263748169
7517.163114983418,0.5475614070892334
7513.306181622036,0.5429173707962036
7509.449248260653,0.5382928848266602
7505.592314899271,0.5348520874977112
7501.735381537887,0.5321492552757263
7497.878448176505,0.5316900610923767
7494.021514815122,0.5297733545303345
7490.16458145374,0.5335350036621094
7486.307648092357,0.5381979942321777
7482.450714730974,0.5414425730705261
7478.593781369592,0.540560245513916
7474.73684800821,0.5342070460319519
7470.879914646826,0.5301284193992615
7467.022981285444,0.5341213345527649
7463.166047924061,0.5413751006126404
7459.309114562679,0.5473079085350037
7455.452181201295,0.5458930730819702
7451.595247839913,0.5437719821929932
7447.738314478531,0.5429725050926208
7443.881381117148,0.5394734740257263
7440.024447755765,0.5371001958847046
7436.167514394383,0.5378881096839905
7432.310581033,0.5404378771781921
7428.453647671618,0.5419642329216003
7424.596714310234,0.5376532673835754
7420.739780948852,0.5373636484146118
7416.882847587469,0.5429131984710693
7413.025914226087,0.5441590547561646
7409.168980864704,0.5437638759613037
7405.312047503321,0.5465921759605408
7401.455114141939,0.5456874370574951
7397.5981807805565,0.5432570576667786
7393.741247419173,0.5459530353546143
7389.884314057791,0.5484881401062012
7386.027380696408,0.5428009033203125
7382.1704473350255,0.5379787087440491
7378.313513973642,0.5328161120414734
