Wavenumber,FCNSWFeb20_1091.spa
7999.27978515625,0.4844650626182556
7995.422851794868,0.48755785822868347
7991.5659184334845,0.4834769666194916
7987.708985072102,0.47857722640037537
7983.852051710719,0.4750892221927643
7979.995118349337,0.47427523136138916
7976.138184987954,0.4749016761779785
7972.281251626571,0.4782818853855133
7968.424318265189,0.4736148416996002
7964.567384903806,0.4718115031719208
7960.7104515424235,0.4748721718788147
7956.853518181041,0.4785963296890259
7952.996584819658,0.48292869329452515
7949.139651458276,0.4821564257144928
7945.2827180968925,0.47285178303718567
7941.42578473551,0.4634400010108948
7937.568851374128,0.4640680253505707
7933.711918012745,0.464971125125885
7929.854984651362,0.4594050347805023
7925.998051289979,0.4626818895339966
7922.141117928597,0.4726234972476959
7918.284184567215,0.47828593850135803
7914.427251205831,0.48498252034187317
7910.570317844449,0.4860694408416748
7906.713384483066,0.47965964674949646
7902.856451121684,0.4800596237182617
7898.999517760301,0.4750196933746338
7895.142584398918,0.472629576921463
7891.285651037536,0.4769999086856842
7887.428717676153,0.4796746075153351
7883.57178431477,0.4778740108013153
7879.714850953388,0.4733261168003082
7875.857917592005,0.4750499129295349
7872.000984230623,0.4756651520729065
7868.144050869239,0.4736502766609192
7864.287117507857,0.47131025791168213
7860.430184146475,0.46829280257225037
7856.573250785092,0.46733835339546204
7852.716317423709,0.4707009196281433
7848.859384062326,0.47312131524086
7845.002450700944,0.46693679690361023
7841.145517339562,0.4680083096027374
7837.288583978178,0.4761708378791809
7833.431650616796,0.47838151454925537
7829.574717255413,0.4800594747066498
7825.717783894031,0.47893962264060974
7821.860850532648,0.4821954071521759
7818.003917171265,0.48247045278549194
7814.146983809883,0.4806043207645416
7810.2900504485,0.48109200596809387
7806.433117087117,0.47228848934173584
7802.576183725735,0.4681313931941986
7798.719250364352,0.47166532278060913
7794.86231700297,0.4721246063709259
7791.005383641586,0.47250062227249146
7787.148450280204,0.47726547718048096
7783.291516918822,0.48354747891426086
7779.434583557439,0.47969380021095276
7775.577650196056,0.47676193714141846
7771.720716834673,0.4766339659690857
7767.863783473291,0.4753752052783966
7764.0068501119085,0.4739232361316681
7760.149916750525,0.4790951609611511
7756.292983389143,0.48296526074409485
7752.43605002776,0.47876694798469543
7748.579116666378,0.4744424521923065
7744.722183304995,0.4763646423816681
7740.865249943612,0.4810490608215332
7737.00831658223,0.4802792966365814
7733.151383220847,0.47586846351623535
7729.294449859464,0.4710392355918884
7725.437516498082,0.47150719165802
7721.580583136699,0.4761405885219574
7717.7236497753165,0.4723966419696808
7713.866716413933,0.46814844012260437
7710.009783052551,0.4692939817905426
7706.152849691169,0.46967124938964844
7702.2959163297855,0.4703274369239807
7698.438982968403,0.4716538190841675
7694.58204960702,0.4730980694293976
7690.725116245638,0.47184231877326965
7686.868182884255,0.46952909231185913
7683.011249522872,0.4663577079772949
7679.15431616149,0.4666341245174408
7675.297382800107,0.4726043939590454
7671.4404494387245,0.4690653085708618
7667.583516077342,0.4656328558921814
7663.726582715959,0.4655013978481293
7659.869649354577,0.46602803468704224
7656.0127159931935,0.47377267479896545
7652.155782631811,0.476733535528183
7648.298849270428,0.47273796796798706
7644.441915909046,0.47179633378982544
7640.5849825476635,0.4722302556037903
7636.72804918628,0.4712790846824646
7632.871115824898,0.4722854495048523
7629.014182463516,0.4715140163898468
7625.1572491021325,0.46821290254592896
