Wavenumber, ../data/raw/MIR/Raw/Feb20/SS5.spa
7999.27978515625,0.494525283575058
7995.422851794868,0.48961371183395386
7991.5659184334845,0.5014137029647827
7987.708985072102,0.5034775733947754
7983.852051710719,0.4982365369796753
7979.995118349337,0.5043463706970215
7976.138184987954,0.5002696514129639
7972.281251626571,0.49247825145721436
7968.424318265189,0.4987918734550476
7964.567384903806,0.5041569471359253
7960.7104515424235,0.5076127648353577
7956.853518181041,0.5042084455490112
7952.996584819658,0.4977998435497284
7949.139651458276,0.49704620242118835
7945.2827180968925,0.4986180365085602
7941.42578473551,0.49400562047958374
7937.568851374128,0.49227848649024963
7933.711918012745,0.4892239570617676
7929.854984651362,0.4823561906814575
7925.998051289979,0.49138209223747253
7922.141117928597,0.5018274188041687
7918.284184567215,0.505868673324585
7914.427251205831,0.4991202652454376
7910.570317844449,0.4860784411430359
7906.713384483066,0.48904430866241455
7902.856451121684,0.4903202950954437
7898.999517760301,0.4891897141933441
7895.142584398918,0.5005112886428833
7891.285651037536,0.501636266708374
7887.428717676153,0.49460387229919434
7883.57178431477,0.49904105067253113
7879.714850953388,0.5012515187263489
7875.857917592005,0.4936486482620239
7872.000984230623,0.49154946208000183
7868.144050869239,0.4972599744796753
7864.287117507857,0.49905186891555786
7860.430184146475,0.495797723531723
7856.573250785092,0.4941804111003876
7852.716317423709,0.49717143177986145
7848.859384062326,0.49894705414772034
7845.002450700944,0.49501633644104004
7841.145517339562,0.4877890348434448
7837.288583978178,0.4888448119163513
7833.431650616796,0.49618789553642273
7829.574717255413,0.5003418922424316
7825.717783894031,0.5003035664558411
7821.860850532648,0.49375709891319275
7818.003917171265,0.49045413732528687
7814.146983809883,0.4949870705604553
7810.2900504485,0.4925488233566284
7806.433117087117,0.48639798164367676
7802.576183725735,0.4895095229148865
7798.719250364352,0.4930727183818817
7794.86231700297,0.4928528666496277
7791.005383641586,0.4904594123363495
7787.148450280204,0.48968181014060974
7783.291516918822,0.4914904236793518
7779.434583557439,0.4916251003742218
7775.577650196056,0.49577027559280396
7771.720716834673,0.499696284532547
7767.863783473291,0.49854299426078796
7764.0068501119085,0.4962764382362366
7760.149916750525,0.4969460070133209
7756.292983389143,0.49893808364868164
7752.43605002776,0.4948914051055908
7748.579116666378,0.49183815717697144
7744.722183304995,0.48818978667259216
7740.865249943612,0.48481905460357666
7737.00831658223,0.48812755942344666
7733.151383220847,0.4987703263759613
7729.294449859464,0.5012600421905518
7725.437516498082,0.4929376542568207
7721.580583136699,0.488280713558197
7717.7236497753165,0.49147188663482666
7713.866716413933,0.4942844808101654
7710.009783052551,0.4888579845428467
7706.152849691169,0.49126136302948
7702.2959163297855,0.4947851002216339
7698.438982968403,0.4937388002872467
7694.58204960702,0.4924289286136627
7690.725116245638,0.489719033241272
7686.868182884255,0.4841213822364807
7683.011249522872,0.4838715195655823
7679.15431616149,0.4922458529472351
7675.297382800107,0.49202650785446167
7671.4404494387245,0.4887356758117676
7667.583516077342,0.49052879214286804
7663.726582715959,0.4890809953212738
7659.869649354577,0.4856759309768677
7656.0127159931935,0.4925602972507477
7652.155782631811,0.4991289973258972
7648.298849270428,0.49865391850471497
7644.441915909046,0.49481067061424255
7640.5849825476635,0.49261659383773804
7636.72804918628,0.491422563791275
7632.871115824898,0.48935362696647644
7629.014182463516,0.48853209614753723
7625.1572491021325,0.4904632568359375
7621.30031574075,0.4882199764251709
7617.443382379367,0.48926785588264465
7613.586449017985,0.49812108278274536
7609.7295156566015,0.4988422393798828
7605.872582295219,0.49479907751083374
7602.015648933837,0.4966410994529724
7598.158715572454,0.49656927585601807
7594.301782211071,0.4966947138309479
7590.444848849689,0.5020174384117126
7586.587915488306,0.5033736824989319
7582.730982126924,0.49907103180885315
7578.8740487655405,0.49522635340690613
7575.017115404158,0.4950800836086273
7571.160182042775,0.48829197883605957
7567.303248681393,0.4824669361114502
7563.44631532001,0.48573291301727295
7559.589381958627,0.4933626353740692
7555.732448597245,0.4965212941169739
7551.875515235863,0.49571940302848816
7548.018581874479,0.49712494015693665
7544.161648513097,0.5008625984191895
7540.304715151714,0.49697887897491455
7536.447781790332,0.4928891956806183
7532.590848428948,0.49055954813957214
7528.733915067566,0.49469348788261414
7524.876981706184,0.4980970621109009
7521.020048344801,0.494872123003006
7517.163114983418,0.4928709864616394
7513.306181622036,0.4977457821369171
7509.449248260653,0.5012020468711853
7505.592314899271,0.49697694182395935
7501.735381537887,0.4908609390258789
7497.878448176505,0.49219954013824463
7494.021514815122,0.5006846189498901
7490.16458145374,0.4985363483428955
7486.307648092357,0.4937688112258911
7482.450714730974,0.49712732434272766
7478.593781369592,0.49757280945777893
7474.73684800821,0.4975210726261139
7470.879914646826,0.4920576810836792
7467.022981285444,0.48970529437065125
7463.166047924061,0.4979756474494934
7459.309114562679,0.5036935210227966
7455.452181201295,0.5001218318939209
7451.595247839913,0.49719998240470886
7447.738314478531,0.49546435475349426
7443.881381117148,0.4953826665878296
7440.024447755765,0.49655836820602417
7436.167514394383,0.4968056380748749
7432.310581033,0.49834010004997253
7428.453647671618,0.5014792680740356
7424.596714310234,0.5003257989883423
7420.739780948852,0.5004509091377258
7416.882847587469,0.505070686340332
7413.025914226087,0.507306694984436
7409.168980864704,0.5053844451904297
7405.312047503321,0.5030755400657654
7401.455114141939,0.506343424320221
7397.5981807805565,0.5107123851776123
7393.741247419173,0.5101161003112793
7389.884314057791,0.5066686272621155
7386.027380696408,0.505323052406311
7382.1704473350255,0.5032060146331787
7378.313513973642,0.5021735429763794
