Wavenumber, FCNSWFeb20_1001.spa
7999.27978515625,0.4973132610321045
7995.422851794868,0.4959028959274292
7991.5659184334845,0.4888077676296234
7987.708985072102,0.4889647364616394
7983.852051710719,0.489591509103775
7979.995118349337,0.4980699121952057
7976.138184987954,0.5032638907432556
7972.281251626571,0.49550023674964905
7968.424318265189,0.48407837748527527
7964.567384903806,0.48144304752349854
7960.7104515424235,0.483828604221344
7956.853518181041,0.48285266757011414
7952.996584819658,0.48573750257492065
7949.139651458276,0.49262523651123047
7945.2827180968925,0.4969087839126587
7941.42578473551,0.4993996322154999
7937.568851374128,0.49207568168640137
7933.711918012745,0.49060308933258057
7929.854984651362,0.49544665217399597
7925.998051289979,0.4929441809654236
7922.141117928597,0.49365124106407166
7918.284184567215,0.4967097342014313
7914.427251205831,0.4912150502204895
7910.570317844449,0.48574745655059814
7906.713384483066,0.4889718294143677
7902.856451121684,0.49324414134025574
7898.999517760301,0.4910089075565338
7895.142584398918,0.4912137985229492
7891.285651037536,0.4872473180294037
7887.428717676153,0.47969570755958557
7883.57178431477,0.4845214784145355
7879.714850953388,0.49539899826049805
7875.857917592005,0.5021486282348633
7872.000984230623,0.4940425157546997
7868.144050869239,0.48159530758857727
7864.287117507857,0.47986942529678345
7860.430184146475,0.48550131916999817
7856.573250785092,0.49203917384147644
7852.716317423709,0.4978027641773224
7848.859384062326,0.49388331174850464
7845.002450700944,0.4899557828903198
7841.145517339562,0.4888385534286499
7837.288583978178,0.4901582598686218
7833.431650616796,0.48987850546836853
7829.574717255413,0.4929333031177521
7825.717783894031,0.49387168884277344
7821.860850532648,0.48989421129226685
7818.003917171265,0.49005794525146484
7814.146983809883,0.4880272448062897
7810.2900504485,0.4903979003429413
7806.433117087117,0.49357250332832336
7802.576183725735,0.4898836612701416
7798.719250364352,0.4906176030635834
7794.86231700297,0.4886910021305084
7791.005383641586,0.48877906799316406
7787.148450280204,0.4908677637577057
7783.291516918822,0.4915981590747833
7779.434583557439,0.49183109402656555
7775.577650196056,0.48974278569221497
7771.720716834673,0.4870525598526001
7767.863783473291,0.48568519949913025
7764.0068501119085,0.4868296980857849
7760.149916750525,0.49007293581962585
